r,l,U,t
720,700,90,7
720,1212,52,7
720,1724,37,7
720,2236,29,7
720,2748,23,7
720,3260,20,7
720,3772,17,7
720,4284,15,7
720,4796,14,7
720,5308,12,7
720,5820,11,7
720,6332,10,7
720,6844,10,7
720,7356,9,7
720,7868,9,7
720,8380,8,7
720,8892,8,7
720,9404,7,7
720,9916,7,7
720,10428,7,7
720,10940,6,7
720,11452,6,7
720,11964,6,7
720,12476,6,7
720,13500,5,7
720,14524,5,7
720,15548,5,7
720,16572,4,7
720,17596,4,7
720,18620,4,8
720,19644,4,8
720,20668,4,8
720,21692,3,8
720,22716,3,8
720,23740,3,8
720,24764,3,8
720,25788,3,8
720,26812,3,8
720,27836,3,8
720,28860,3,8
720,29884,3,8
720,30908,3,8
720,31932,2,8
720,32956,2,8
720,33980,2,8
720,35004,2,8
720,36028,2,8
720,37052,2,8
720,38076,2,8
720,39100,2,8
720,40124,2,8
720,41148,2,8
720,42172,2,8
720,43196,2,8
720,44220,2,8
720,45244,2,8
720,46268,2,8
720,47292,2,8
720,48316,2,8
720,49340,2,8
720,50364,2,8
720,51388,2,8
720,52412,2,8
720,53436,2,8
720,54460,2,8
720,55484,2,8
720,56508,2,8
720,57532,2,8
720,58556,2,8
720,59580,2,8
720,60604,2,8
720,61628,2,8
720,62652,2,8
720,63676,1,8
720,64700,1,8
