r,l,U,t
1424,700,90,7
1424,1212,52,7
1424,1724,37,7
1424,2236,29,7
1424,2748,23,7
1424,3260,20,7
1424,3772,17,7
1424,4284,15,7
1424,4796,14,7
1424,5308,12,7
1424,5820,11,7
1424,6332,10,7
1424,6844,10,7
1424,7356,9,7
1424,7868,9,7
1424,8380,8,7
1424,8892,8,7
1424,9404,7,7
1424,9916,7,7
1424,10428,7,7
1424,10940,6,7
1424,11452,6,7
1424,11964,6,7
1424,12476,6,7
1424,13500,5,7
1424,14524,5,7
1424,15548,5,7
1424,16572,4,7
1424,17596,4,7
1424,18620,4,8
1424,19644,4,8
1424,20668,4,8
1424,21692,3,8
1424,22716,3,8
1424,23740,3,8
1424,24764,3,8
1424,25788,3,8
1424,26812,3,8
1424,27836,3,8
1424,28860,3,8
1424,29884,3,8
1424,30908,3,8
1424,31932,2,8
1424,32956,2,8
1424,33980,2,8
1424,35004,2,8
1424,36028,2,8
1424,37052,2,8
1424,38076,2,8
1424,39100,2,8
1424,40124,2,8
1424,41148,2,8
1424,42172,2,8
1424,43196,2,8
1424,44220,2,8
1424,45244,2,8
1424,46268,2,8
1424,47292,2,8
1424,48316,2,8
1424,49340,2,8
1424,50364,2,8
1424,51388,2,8
1424,52412,2,8
1424,53436,2,8
1424,54460,2,8
1424,55484,2,8
1424,56508,2,8
1424,57532,2,8
1424,58556,2,8
1424,59580,2,8
1424,60604,2,8
1424,61628,2,8
1424,62652,2,8
1424,63676,1,8
1424,64700,1,8
