r,l,U,t
7696,700,90,7
7696,1212,52,7
7696,1724,37,7
7696,2236,29,7
7696,2748,23,7
7696,3260,20,7
7696,3772,17,7
7696,4284,15,7
7696,4796,14,7
7696,5308,12,7
7696,5820,11,7
7696,6332,10,7
7696,6844,10,7
7696,7356,9,7
7696,7868,9,7
7696,8380,8,7
7696,8892,8,7
7696,9404,7,7
7696,9916,7,7
7696,10428,7,7
7696,10940,6,7
7696,11452,6,7
7696,11964,6,7
7696,12476,6,7
7696,13500,5,7
7696,14524,5,7
7696,15548,5,7
7696,16572,4,7
7696,17596,4,7
7696,18620,4,8
7696,19644,4,8
7696,20668,4,8
7696,21692,3,8
7696,22716,3,8
7696,23740,3,8
7696,24764,3,8
7696,25788,3,8
7696,26812,3,8
7696,27836,3,8
7696,28860,3,8
7696,29884,3,8
7696,30908,3,8
7696,31932,2,8
7696,32956,2,8
7696,33980,2,8
7696,35004,2,8
7696,36028,2,8
7696,37052,2,8
7696,38076,2,8
7696,39100,2,8
7696,40124,2,8
7696,41148,2,8
7696,42172,2,8
7696,43196,2,8
7696,44220,2,8
7696,45244,2,8
7696,46268,2,8
7696,47292,2,8
7696,48316,2,8
7696,49340,2,8
7696,50364,2,8
7696,51388,2,8
7696,52412,2,8
7696,53436,2,8
7696,54460,2,8
7696,55484,2,8
7696,56508,2,8
7696,57532,2,8
7696,58556,2,8
7696,59580,2,8
7696,60604,2,8
7696,61628,2,8
7696,62652,2,8
7696,63676,1,8
7696,64700,1,8
