r,l,U,t
1152,700,90,7
1152,1212,52,7
1152,1724,37,7
1152,2236,29,7
1152,2748,23,7
1152,3260,20,7
1152,3772,17,7
1152,4284,15,7
1152,4796,14,7
1152,5308,12,7
1152,5820,11,7
1152,6332,10,7
1152,6844,10,7
1152,7356,9,7
1152,7868,9,7
1152,8380,8,7
1152,8892,8,7
1152,9404,7,7
1152,9916,7,7
1152,10428,7,7
1152,10940,6,7
1152,11452,6,7
1152,11964,6,7
1152,12476,6,7
1152,13500,5,7
1152,14524,5,7
1152,15548,5,7
1152,16572,4,7
1152,17596,4,7
1152,18620,4,8
1152,19644,4,8
1152,20668,4,8
1152,21692,3,8
1152,22716,3,8
1152,23740,3,8
1152,24764,3,8
1152,25788,3,8
1152,26812,3,8
1152,27836,3,8
1152,28860,3,8
1152,29884,3,8
1152,30908,3,8
1152,31932,2,8
1152,32956,2,8
1152,33980,2,8
1152,35004,2,8
1152,36028,2,8
1152,37052,2,8
1152,38076,2,8
1152,39100,2,8
1152,40124,2,8
1152,41148,2,8
1152,42172,2,8
1152,43196,2,8
1152,44220,2,8
1152,45244,2,8
1152,46268,2,8
1152,47292,2,8
1152,48316,2,8
1152,49340,2,8
1152,50364,2,8
1152,51388,2,8
1152,52412,2,8
1152,53436,2,8
1152,54460,2,8
1152,55484,2,8
1152,56508,2,8
1152,57532,2,8
1152,58556,2,8
1152,59580,2,8
1152,60604,2,8
1152,61628,2,8
1152,62652,2,8
1152,63676,1,8
1152,64700,1,8
