r,l,U,t
1824,700,90,7
1824,1212,52,7
1824,1724,37,7
1824,2236,29,7
1824,2748,23,7
1824,3260,20,7
1824,3772,17,7
1824,4284,15,7
1824,4796,14,7
1824,5308,12,7
1824,5820,11,7
1824,6332,10,7
1824,6844,10,7
1824,7356,9,7
1824,7868,9,7
1824,8380,8,7
1824,8892,8,7
1824,9404,7,7
1824,9916,7,7
1824,10428,7,7
1824,10940,6,7
1824,11452,6,7
1824,11964,6,7
1824,12476,6,7
1824,13500,5,7
1824,14524,5,7
1824,15548,5,7
1824,16572,4,7
1824,17596,4,7
1824,18620,4,8
1824,19644,4,8
1824,20668,4,8
1824,21692,3,8
1824,22716,3,8
1824,23740,3,8
1824,24764,3,8
1824,25788,3,8
1824,26812,3,8
1824,27836,3,8
1824,28860,3,8
1824,29884,3,8
1824,30908,3,8
1824,31932,2,8
1824,32956,2,8
1824,33980,2,8
1824,35004,2,8
1824,36028,2,8
1824,37052,2,8
1824,38076,2,8
1824,39100,2,8
1824,40124,2,8
1824,41148,2,8
1824,42172,2,8
1824,43196,2,8
1824,44220,2,8
1824,45244,2,8
1824,46268,2,8
1824,47292,2,8
1824,48316,2,8
1824,49340,2,8
1824,50364,2,8
1824,51388,2,8
1824,52412,2,8
1824,53436,2,8
1824,54460,2,8
1824,55484,2,8
1824,56508,2,8
1824,57532,2,8
1824,58556,2,8
1824,59580,2,8
1824,60604,2,8
1824,61628,2,8
1824,62652,2,8
1824,63676,1,8
1824,64700,1,8
