r,l,U,t
8,700,90,7
8,1212,52,7
8,1724,37,7
8,2236,29,7
8,2748,23,7
8,3260,20,7
8,3772,17,7
8,4284,15,7
8,4796,14,7
8,5308,12,7
8,5820,11,7
8,6332,10,7
8,6844,10,7
8,7356,9,7
8,7868,9,7
8,8380,8,7
8,8892,8,7
8,9404,7,7
8,9916,7,7
8,10428,7,7
8,10940,6,7
8,11452,6,7
8,11964,6,7
8,12476,6,7
8,13500,5,7
8,14524,5,7
8,15548,5,7
8,16572,4,7
8,17596,4,7
8,18620,4,8
8,19644,4,8
8,20668,4,8
8,21692,3,8
8,22716,3,8
8,23740,3,8
8,24764,3,8
8,25788,3,8
8,26812,3,8
8,27836,3,8
8,28860,3,8
8,29884,3,8
8,30908,3,8
8,31932,2,8
8,32956,2,8
8,33980,2,8
8,35004,2,8
8,36028,2,8
8,37052,2,8
8,38076,2,8
8,39100,2,8
8,40124,2,8
8,41148,2,8
8,42172,2,8
8,43196,2,8
8,44220,2,8
8,45244,2,8
8,46268,2,8
8,47292,2,8
8,48316,2,8
8,49340,2,8
8,50364,2,8
8,51388,2,8
8,52412,2,8
8,53436,2,8
8,54460,2,8
8,55484,2,8
8,56508,2,8
8,57532,2,8
8,58556,2,8
8,59580,2,8
8,60604,2,8
8,61628,2,8
8,62652,2,8
8,63676,1,8
8,64700,1,8
