r,l,U,t
46,700,90,7
46,1212,52,7
46,1724,37,7
46,2236,29,7
46,2748,23,7
46,3260,20,7
46,3772,17,7
46,4284,15,7
46,4796,14,7
46,5308,12,7
46,5820,11,7
46,6332,10,7
46,6844,10,7
46,7356,9,7
46,7868,9,7
46,8380,8,7
46,8892,8,7
46,9404,7,7
46,9916,7,7
46,10428,7,7
46,10940,6,7
46,11452,6,7
46,11964,6,7
46,12476,6,7
46,13500,5,7
46,14524,5,7
46,15548,5,7
46,16572,4,7
46,17596,4,7
46,18620,4,8
46,19644,4,8
46,20668,4,8
46,21692,3,8
46,22716,3,8
46,23740,3,8
46,24764,3,8
46,25788,3,8
46,26812,3,8
46,27836,3,8
46,28860,3,8
46,29884,3,8
46,30908,3,8
46,31932,2,8
46,32956,2,8
46,33980,2,8
46,35004,2,8
46,36028,2,8
46,37052,2,8
46,38076,2,8
46,39100,2,8
46,40124,2,8
46,41148,2,8
46,42172,2,8
46,43196,2,8
46,44220,2,8
46,45244,2,8
46,46268,2,8
46,47292,2,8
46,48316,2,8
46,49340,2,8
46,50364,2,8
46,51388,2,8
46,52412,2,8
46,53436,2,8
46,54460,2,8
46,55484,2,8
46,56508,2,8
46,57532,2,8
46,58556,2,8
46,59580,2,8
46,60604,2,8
46,61628,2,8
46,62652,2,8
46,63676,1,8
46,64700,1,8
