r,l,U,t
480,700,90,7
480,1212,52,7
480,1724,37,7
480,2236,29,7
480,2748,23,7
480,3260,20,7
480,3772,17,7
480,4284,15,7
480,4796,14,7
480,5308,12,7
480,5820,11,7
480,6332,10,7
480,6844,10,7
480,7356,9,7
480,7868,9,7
480,8380,8,7
480,8892,8,7
480,9404,7,7
480,9916,7,7
480,10428,7,7
480,10940,6,7
480,11452,6,7
480,11964,6,7
480,12476,6,7
480,13500,5,7
480,14524,5,7
480,15548,5,7
480,16572,4,7
480,17596,4,7
480,18620,4,8
480,19644,4,8
480,20668,4,8
480,21692,3,8
480,22716,3,8
480,23740,3,8
480,24764,3,8
480,25788,3,8
480,26812,3,8
480,27836,3,8
480,28860,3,8
480,29884,3,8
480,30908,3,8
480,31932,2,8
480,32956,2,8
480,33980,2,8
480,35004,2,8
480,36028,2,8
480,37052,2,8
480,38076,2,8
480,39100,2,8
480,40124,2,8
480,41148,2,8
480,42172,2,8
480,43196,2,8
480,44220,2,8
480,45244,2,8
480,46268,2,8
480,47292,2,8
480,48316,2,8
480,49340,2,8
480,50364,2,8
480,51388,2,8
480,52412,2,8
480,53436,2,8
480,54460,2,8
480,55484,2,8
480,56508,2,8
480,57532,2,8
480,58556,2,8
480,59580,2,8
480,60604,2,8
480,61628,2,8
480,62652,2,8
480,63676,1,8
480,64700,1,8
