r,l,U,t
768,700,90,7
768,1212,52,7
768,1724,37,7
768,2236,29,7
768,2748,23,7
768,3260,20,7
768,3772,17,7
768,4284,15,7
768,4796,14,7
768,5308,12,7
768,5820,11,7
768,6332,10,7
768,6844,10,7
768,7356,9,7
768,7868,9,7
768,8380,8,7
768,8892,8,7
768,9404,7,7
768,9916,7,7
768,10428,7,7
768,10940,6,7
768,11452,6,7
768,11964,6,7
768,12476,6,7
768,13500,5,7
768,14524,5,7
768,15548,5,7
768,16572,4,7
768,17596,4,7
768,18620,4,8
768,19644,4,8
768,20668,4,8
768,21692,3,8
768,22716,3,8
768,23740,3,8
768,24764,3,8
768,25788,3,8
768,26812,3,8
768,27836,3,8
768,28860,3,8
768,29884,3,8
768,30908,3,8
768,31932,2,8
768,32956,2,8
768,33980,2,8
768,35004,2,8
768,36028,2,8
768,37052,2,8
768,38076,2,8
768,39100,2,8
768,40124,2,8
768,41148,2,8
768,42172,2,8
768,43196,2,8
768,44220,2,8
768,45244,2,8
768,46268,2,8
768,47292,2,8
768,48316,2,8
768,49340,2,8
768,50364,2,8
768,51388,2,8
768,52412,2,8
768,53436,2,8
768,54460,2,8
768,55484,2,8
768,56508,2,8
768,57532,2,8
768,58556,2,8
768,59580,2,8
768,60604,2,8
768,61628,2,8
768,62652,2,8
768,63676,1,8
768,64700,1,8
