r,l,U,t
1776,700,90,7
1776,1212,52,7
1776,1724,37,7
1776,2236,29,7
1776,2748,23,7
1776,3260,20,7
1776,3772,17,7
1776,4284,15,7
1776,4796,14,7
1776,5308,12,7
1776,5820,11,7
1776,6332,10,7
1776,6844,10,7
1776,7356,9,7
1776,7868,9,7
1776,8380,8,7
1776,8892,8,7
1776,9404,7,7
1776,9916,7,7
1776,10428,7,7
1776,10940,6,7
1776,11452,6,7
1776,11964,6,7
1776,12476,6,7
1776,13500,5,7
1776,14524,5,7
1776,15548,5,7
1776,16572,4,7
1776,17596,4,7
1776,18620,4,8
1776,19644,4,8
1776,20668,4,8
1776,21692,3,8
1776,22716,3,8
1776,23740,3,8
1776,24764,3,8
1776,25788,3,8
1776,26812,3,8
1776,27836,3,8
1776,28860,3,8
1776,29884,3,8
1776,30908,3,8
1776,31932,2,8
1776,32956,2,8
1776,33980,2,8
1776,35004,2,8
1776,36028,2,8
1776,37052,2,8
1776,38076,2,8
1776,39100,2,8
1776,40124,2,8
1776,41148,2,8
1776,42172,2,8
1776,43196,2,8
1776,44220,2,8
1776,45244,2,8
1776,46268,2,8
1776,47292,2,8
1776,48316,2,8
1776,49340,2,8
1776,50364,2,8
1776,51388,2,8
1776,52412,2,8
1776,53436,2,8
1776,54460,2,8
1776,55484,2,8
1776,56508,2,8
1776,57532,2,8
1776,58556,2,8
1776,59580,2,8
1776,60604,2,8
1776,61628,2,8
1776,62652,2,8
1776,63676,1,8
1776,64700,1,8
