r,l,U,t
56,700,90,7
56,1212,52,7
56,1724,37,7
56,2236,29,7
56,2748,23,7
56,3260,20,7
56,3772,17,7
56,4284,15,7
56,4796,14,7
56,5308,12,7
56,5820,11,7
56,6332,10,7
56,6844,10,7
56,7356,9,7
56,7868,9,7
56,8380,8,7
56,8892,8,7
56,9404,7,7
56,9916,7,7
56,10428,7,7
56,10940,6,7
56,11452,6,7
56,11964,6,7
56,12476,6,7
56,13500,5,7
56,14524,5,7
56,15548,5,7
56,16572,4,7
56,17596,4,7
56,18620,4,8
56,19644,4,8
56,20668,4,8
56,21692,3,8
56,22716,3,8
56,23740,3,8
56,24764,3,8
56,25788,3,8
56,26812,3,8
56,27836,3,8
56,28860,3,8
56,29884,3,8
56,30908,3,8
56,31932,2,8
56,32956,2,8
56,33980,2,8
56,35004,2,8
56,36028,2,8
56,37052,2,8
56,38076,2,8
56,39100,2,8
56,40124,2,8
56,41148,2,8
56,42172,2,8
56,43196,2,8
56,44220,2,8
56,45244,2,8
56,46268,2,8
56,47292,2,8
56,48316,2,8
56,49340,2,8
56,50364,2,8
56,51388,2,8
56,52412,2,8
56,53436,2,8
56,54460,2,8
56,55484,2,8
56,56508,2,8
56,57532,2,8
56,58556,2,8
56,59580,2,8
56,60604,2,8
56,61628,2,8
56,62652,2,8
56,63676,1,8
56,64700,1,8
