r,l,U,t
2976,700,90,7
2976,1212,52,7
2976,1724,37,7
2976,2236,29,7
2976,2748,23,7
2976,3260,20,7
2976,3772,17,7
2976,4284,15,7
2976,4796,14,7
2976,5308,12,7
2976,5820,11,7
2976,6332,10,7
2976,6844,10,7
2976,7356,9,7
2976,7868,9,7
2976,8380,8,7
2976,8892,8,7
2976,9404,7,7
2976,9916,7,7
2976,10428,7,7
2976,10940,6,7
2976,11452,6,7
2976,11964,6,7
2976,12476,6,7
2976,13500,5,7
2976,14524,5,7
2976,15548,5,7
2976,16572,4,7
2976,17596,4,7
2976,18620,4,8
2976,19644,4,8
2976,20668,4,8
2976,21692,3,8
2976,22716,3,8
2976,23740,3,8
2976,24764,3,8
2976,25788,3,8
2976,26812,3,8
2976,27836,3,8
2976,28860,3,8
2976,29884,3,8
2976,30908,3,8
2976,31932,2,8
2976,32956,2,8
2976,33980,2,8
2976,35004,2,8
2976,36028,2,8
2976,37052,2,8
2976,38076,2,8
2976,39100,2,8
2976,40124,2,8
2976,41148,2,8
2976,42172,2,8
2976,43196,2,8
2976,44220,2,8
2976,45244,2,8
2976,46268,2,8
2976,47292,2,8
2976,48316,2,8
2976,49340,2,8
2976,50364,2,8
2976,51388,2,8
2976,52412,2,8
2976,53436,2,8
2976,54460,2,8
2976,55484,2,8
2976,56508,2,8
2976,57532,2,8
2976,58556,2,8
2976,59580,2,8
2976,60604,2,8
2976,61628,2,8
2976,62652,2,8
2976,63676,1,8
2976,64700,1,8
