r,l,U,t
144,700,90,7
144,1212,52,7
144,1724,37,7
144,2236,29,7
144,2748,23,7
144,3260,20,7
144,3772,17,7
144,4284,15,7
144,4796,14,7
144,5308,12,7
144,5820,11,7
144,6332,10,7
144,6844,10,7
144,7356,9,7
144,7868,9,7
144,8380,8,7
144,8892,8,7
144,9404,7,7
144,9916,7,7
144,10428,7,7
144,10940,6,7
144,11452,6,7
144,11964,6,7
144,12476,6,7
144,13500,5,7
144,14524,5,7
144,15548,5,7
144,16572,4,7
144,17596,4,7
144,18620,4,8
144,19644,4,8
144,20668,4,8
144,21692,3,8
144,22716,3,8
144,23740,3,8
144,24764,3,8
144,25788,3,8
144,26812,3,8
144,27836,3,8
144,28860,3,8
144,29884,3,8
144,30908,3,8
144,31932,2,8
144,32956,2,8
144,33980,2,8
144,35004,2,8
144,36028,2,8
144,37052,2,8
144,38076,2,8
144,39100,2,8
144,40124,2,8
144,41148,2,8
144,42172,2,8
144,43196,2,8
144,44220,2,8
144,45244,2,8
144,46268,2,8
144,47292,2,8
144,48316,2,8
144,49340,2,8
144,50364,2,8
144,51388,2,8
144,52412,2,8
144,53436,2,8
144,54460,2,8
144,55484,2,8
144,56508,2,8
144,57532,2,8
144,58556,2,8
144,59580,2,8
144,60604,2,8
144,61628,2,8
144,62652,2,8
144,63676,1,8
144,64700,1,8
