r,l,U,t
896,700,90,7
896,1212,52,7
896,1724,37,7
896,2236,29,7
896,2748,23,7
896,3260,20,7
896,3772,17,7
896,4284,15,7
896,4796,14,7
896,5308,12,7
896,5820,11,7
896,6332,10,7
896,6844,10,7
896,7356,9,7
896,7868,9,7
896,8380,8,7
896,8892,8,7
896,9404,7,7
896,9916,7,7
896,10428,7,7
896,10940,6,7
896,11452,6,7
896,11964,6,7
896,12476,6,7
896,13500,5,7
896,14524,5,7
896,15548,5,7
896,16572,4,7
896,17596,4,7
896,18620,4,8
896,19644,4,8
896,20668,4,8
896,21692,3,8
896,22716,3,8
896,23740,3,8
896,24764,3,8
896,25788,3,8
896,26812,3,8
896,27836,3,8
896,28860,3,8
896,29884,3,8
896,30908,3,8
896,31932,2,8
896,32956,2,8
896,33980,2,8
896,35004,2,8
896,36028,2,8
896,37052,2,8
896,38076,2,8
896,39100,2,8
896,40124,2,8
896,41148,2,8
896,42172,2,8
896,43196,2,8
896,44220,2,8
896,45244,2,8
896,46268,2,8
896,47292,2,8
896,48316,2,8
896,49340,2,8
896,50364,2,8
896,51388,2,8
896,52412,2,8
896,53436,2,8
896,54460,2,8
896,55484,2,8
896,56508,2,8
896,57532,2,8
896,58556,2,8
896,59580,2,8
896,60604,2,8
896,61628,2,8
896,62652,2,8
896,63676,1,8
896,64700,1,8
