r,l,U,t
2656,700,90,7
2656,1212,52,7
2656,1724,37,7
2656,2236,29,7
2656,2748,23,7
2656,3260,20,7
2656,3772,17,7
2656,4284,15,7
2656,4796,14,7
2656,5308,12,7
2656,5820,11,7
2656,6332,10,7
2656,6844,10,7
2656,7356,9,7
2656,7868,9,7
2656,8380,8,7
2656,8892,8,7
2656,9404,7,7
2656,9916,7,7
2656,10428,7,7
2656,10940,6,7
2656,11452,6,7
2656,11964,6,7
2656,12476,6,7
2656,13500,5,7
2656,14524,5,7
2656,15548,5,7
2656,16572,4,7
2656,17596,4,7
2656,18620,4,8
2656,19644,4,8
2656,20668,4,8
2656,21692,3,8
2656,22716,3,8
2656,23740,3,8
2656,24764,3,8
2656,25788,3,8
2656,26812,3,8
2656,27836,3,8
2656,28860,3,8
2656,29884,3,8
2656,30908,3,8
2656,31932,2,8
2656,32956,2,8
2656,33980,2,8
2656,35004,2,8
2656,36028,2,8
2656,37052,2,8
2656,38076,2,8
2656,39100,2,8
2656,40124,2,8
2656,41148,2,8
2656,42172,2,8
2656,43196,2,8
2656,44220,2,8
2656,45244,2,8
2656,46268,2,8
2656,47292,2,8
2656,48316,2,8
2656,49340,2,8
2656,50364,2,8
2656,51388,2,8
2656,52412,2,8
2656,53436,2,8
2656,54460,2,8
2656,55484,2,8
2656,56508,2,8
2656,57532,2,8
2656,58556,2,8
2656,59580,2,8
2656,60604,2,8
2656,61628,2,8
2656,62652,2,8
2656,63676,1,8
2656,64700,1,8
