r,l,U,t
9,700,90,7
9,1212,52,7
9,1724,37,7
9,2236,29,7
9,2748,23,7
9,3260,20,7
9,3772,17,7
9,4284,15,7
9,4796,14,7
9,5308,12,7
9,5820,11,7
9,6332,10,7
9,6844,10,7
9,7356,9,7
9,7868,9,7
9,8380,8,7
9,8892,8,7
9,9404,7,7
9,9916,7,7
9,10428,7,7
9,10940,6,7
9,11452,6,7
9,11964,6,7
9,12476,6,7
9,13500,5,7
9,14524,5,7
9,15548,5,7
9,16572,4,7
9,17596,4,7
9,18620,4,8
9,19644,4,8
9,20668,4,8
9,21692,3,8
9,22716,3,8
9,23740,3,8
9,24764,3,8
9,25788,3,8
9,26812,3,8
9,27836,3,8
9,28860,3,8
9,29884,3,8
9,30908,3,8
9,31932,2,8
9,32956,2,8
9,33980,2,8
9,35004,2,8
9,36028,2,8
9,37052,2,8
9,38076,2,8
9,39100,2,8
9,40124,2,8
9,41148,2,8
9,42172,2,8
9,43196,2,8
9,44220,2,8
9,45244,2,8
9,46268,2,8
9,47292,2,8
9,48316,2,8
9,49340,2,8
9,50364,2,8
9,51388,2,8
9,52412,2,8
9,53436,2,8
9,54460,2,8
9,55484,2,8
9,56508,2,8
9,57532,2,8
9,58556,2,8
9,59580,2,8
9,60604,2,8
9,61628,2,8
9,62652,2,8
9,63676,1,8
9,64700,1,8
