r,l,U,t
1392,700,90,7
1392,1212,52,7
1392,1724,37,7
1392,2236,29,7
1392,2748,23,7
1392,3260,20,7
1392,3772,17,7
1392,4284,15,7
1392,4796,14,7
1392,5308,12,7
1392,5820,11,7
1392,6332,10,7
1392,6844,10,7
1392,7356,9,7
1392,7868,9,7
1392,8380,8,7
1392,8892,8,7
1392,9404,7,7
1392,9916,7,7
1392,10428,7,7
1392,10940,6,7
1392,11452,6,7
1392,11964,6,7
1392,12476,6,7
1392,13500,5,7
1392,14524,5,7
1392,15548,5,7
1392,16572,4,7
1392,17596,4,7
1392,18620,4,8
1392,19644,4,8
1392,20668,4,8
1392,21692,3,8
1392,22716,3,8
1392,23740,3,8
1392,24764,3,8
1392,25788,3,8
1392,26812,3,8
1392,27836,3,8
1392,28860,3,8
1392,29884,3,8
1392,30908,3,8
1392,31932,2,8
1392,32956,2,8
1392,33980,2,8
1392,35004,2,8
1392,36028,2,8
1392,37052,2,8
1392,38076,2,8
1392,39100,2,8
1392,40124,2,8
1392,41148,2,8
1392,42172,2,8
1392,43196,2,8
1392,44220,2,8
1392,45244,2,8
1392,46268,2,8
1392,47292,2,8
1392,48316,2,8
1392,49340,2,8
1392,50364,2,8
1392,51388,2,8
1392,52412,2,8
1392,53436,2,8
1392,54460,2,8
1392,55484,2,8
1392,56508,2,8
1392,57532,2,8
1392,58556,2,8
1392,59580,2,8
1392,60604,2,8
1392,61628,2,8
1392,62652,2,8
1392,63676,1,8
1392,64700,1,8
