r,l,U,t
48,700,90,7
48,1212,52,7
48,1724,37,7
48,2236,29,7
48,2748,23,7
48,3260,20,7
48,3772,17,7
48,4284,15,7
48,4796,14,7
48,5308,12,7
48,5820,11,7
48,6332,10,7
48,6844,10,7
48,7356,9,7
48,7868,9,7
48,8380,8,7
48,8892,8,7
48,9404,7,7
48,9916,7,7
48,10428,7,7
48,10940,6,7
48,11452,6,7
48,11964,6,7
48,12476,6,7
48,13500,5,7
48,14524,5,7
48,15548,5,7
48,16572,4,7
48,17596,4,7
48,18620,4,8
48,19644,4,8
48,20668,4,8
48,21692,3,8
48,22716,3,8
48,23740,3,8
48,24764,3,8
48,25788,3,8
48,26812,3,8
48,27836,3,8
48,28860,3,8
48,29884,3,8
48,30908,3,8
48,31932,2,8
48,32956,2,8
48,33980,2,8
48,35004,2,8
48,36028,2,8
48,37052,2,8
48,38076,2,8
48,39100,2,8
48,40124,2,8
48,41148,2,8
48,42172,2,8
48,43196,2,8
48,44220,2,8
48,45244,2,8
48,46268,2,8
48,47292,2,8
48,48316,2,8
48,49340,2,8
48,50364,2,8
48,51388,2,8
48,52412,2,8
48,53436,2,8
48,54460,2,8
48,55484,2,8
48,56508,2,8
48,57532,2,8
48,58556,2,8
48,59580,2,8
48,60604,2,8
48,61628,2,8
48,62652,2,8
48,63676,1,8
48,64700,1,8
