r,l,U,t
32,700,90,7
32,1212,52,7
32,1724,37,7
32,2236,29,7
32,2748,23,7
32,3260,20,7
32,3772,17,7
32,4284,15,7
32,4796,14,7
32,5308,12,7
32,5820,11,7
32,6332,10,7
32,6844,10,7
32,7356,9,7
32,7868,9,7
32,8380,8,7
32,8892,8,7
32,9404,7,7
32,9916,7,7
32,10428,7,7
32,10940,6,7
32,11452,6,7
32,11964,6,7
32,12476,6,7
32,13500,5,7
32,14524,5,7
32,15548,5,7
32,16572,4,7
32,17596,4,7
32,18620,4,8
32,19644,4,8
32,20668,4,8
32,21692,3,8
32,22716,3,8
32,23740,3,8
32,24764,3,8
32,25788,3,8
32,26812,3,8
32,27836,3,8
32,28860,3,8
32,29884,3,8
32,30908,3,8
32,31932,2,8
32,32956,2,8
32,33980,2,8
32,35004,2,8
32,36028,2,8
32,37052,2,8
32,38076,2,8
32,39100,2,8
32,40124,2,8
32,41148,2,8
32,42172,2,8
32,43196,2,8
32,44220,2,8
32,45244,2,8
32,46268,2,8
32,47292,2,8
32,48316,2,8
32,49340,2,8
32,50364,2,8
32,51388,2,8
32,52412,2,8
32,53436,2,8
32,54460,2,8
32,55484,2,8
32,56508,2,8
32,57532,2,8
32,58556,2,8
32,59580,2,8
32,60604,2,8
32,61628,2,8
32,62652,2,8
32,63676,1,8
32,64700,1,8
