r,l,U,t
74,700,90,7
74,1212,52,7
74,1724,37,7
74,2236,29,7
74,2748,23,7
74,3260,20,7
74,3772,17,7
74,4284,15,7
74,4796,14,7
74,5308,12,7
74,5820,11,7
74,6332,10,7
74,6844,10,7
74,7356,9,7
74,7868,9,7
74,8380,8,7
74,8892,8,7
74,9404,7,7
74,9916,7,7
74,10428,7,7
74,10940,6,7
74,11452,6,7
74,11964,6,7
74,12476,6,7
74,13500,5,7
74,14524,5,7
74,15548,5,7
74,16572,4,7
74,17596,4,7
74,18620,4,8
74,19644,4,8
74,20668,4,8
74,21692,3,8
74,22716,3,8
74,23740,3,8
74,24764,3,8
74,25788,3,8
74,26812,3,8
74,27836,3,8
74,28860,3,8
74,29884,3,8
74,30908,3,8
74,31932,2,8
74,32956,2,8
74,33980,2,8
74,35004,2,8
74,36028,2,8
74,37052,2,8
74,38076,2,8
74,39100,2,8
74,40124,2,8
74,41148,2,8
74,42172,2,8
74,43196,2,8
74,44220,2,8
74,45244,2,8
74,46268,2,8
74,47292,2,8
74,48316,2,8
74,49340,2,8
74,50364,2,8
74,51388,2,8
74,52412,2,8
74,53436,2,8
74,54460,2,8
74,55484,2,8
74,56508,2,8
74,57532,2,8
74,58556,2,8
74,59580,2,8
74,60604,2,8
74,61628,2,8
74,62652,2,8
74,63676,1,8
74,64700,1,8
