r,l,U,t
98,700,90,7
98,1212,52,7
98,1724,37,7
98,2236,29,7
98,2748,23,7
98,3260,20,7
98,3772,17,7
98,4284,15,7
98,4796,14,7
98,5308,12,7
98,5820,11,7
98,6332,10,7
98,6844,10,7
98,7356,9,7
98,7868,9,7
98,8380,8,7
98,8892,8,7
98,9404,7,7
98,9916,7,7
98,10428,7,7
98,10940,6,7
98,11452,6,7
98,11964,6,7
98,12476,6,7
98,13500,5,7
98,14524,5,7
98,15548,5,7
98,16572,4,7
98,17596,4,7
98,18620,4,8
98,19644,4,8
98,20668,4,8
98,21692,3,8
98,22716,3,8
98,23740,3,8
98,24764,3,8
98,25788,3,8
98,26812,3,8
98,27836,3,8
98,28860,3,8
98,29884,3,8
98,30908,3,8
98,31932,2,8
98,32956,2,8
98,33980,2,8
98,35004,2,8
98,36028,2,8
98,37052,2,8
98,38076,2,8
98,39100,2,8
98,40124,2,8
98,41148,2,8
98,42172,2,8
98,43196,2,8
98,44220,2,8
98,45244,2,8
98,46268,2,8
98,47292,2,8
98,48316,2,8
98,49340,2,8
98,50364,2,8
98,51388,2,8
98,52412,2,8
98,53436,2,8
98,54460,2,8
98,55484,2,8
98,56508,2,8
98,57532,2,8
98,58556,2,8
98,59580,2,8
98,60604,2,8
98,61628,2,8
98,62652,2,8
98,63676,1,8
98,64700,1,8
