r,l,U,t
25,700,90,7
25,1212,52,7
25,1724,37,7
25,2236,29,7
25,2748,23,7
25,3260,20,7
25,3772,17,7
25,4284,15,7
25,4796,14,7
25,5308,12,7
25,5820,11,7
25,6332,10,7
25,6844,10,7
25,7356,9,7
25,7868,9,7
25,8380,8,7
25,8892,8,7
25,9404,7,7
25,9916,7,7
25,10428,7,7
25,10940,6,7
25,11452,6,7
25,11964,6,7
25,12476,6,7
25,13500,5,7
25,14524,5,7
25,15548,5,7
25,16572,4,7
25,17596,4,7
25,18620,4,8
25,19644,4,8
25,20668,4,8
25,21692,3,8
25,22716,3,8
25,23740,3,8
25,24764,3,8
25,25788,3,8
25,26812,3,8
25,27836,3,8
25,28860,3,8
25,29884,3,8
25,30908,3,8
25,31932,2,8
25,32956,2,8
25,33980,2,8
25,35004,2,8
25,36028,2,8
25,37052,2,8
25,38076,2,8
25,39100,2,8
25,40124,2,8
25,41148,2,8
25,42172,2,8
25,43196,2,8
25,44220,2,8
25,45244,2,8
25,46268,2,8
25,47292,2,8
25,48316,2,8
25,49340,2,8
25,50364,2,8
25,51388,2,8
25,52412,2,8
25,53436,2,8
25,54460,2,8
25,55484,2,8
25,56508,2,8
25,57532,2,8
25,58556,2,8
25,59580,2,8
25,60604,2,8
25,61628,2,8
25,62652,2,8
25,63676,1,8
25,64700,1,8
