r,l,U,t
79,700,90,7
79,1212,52,7
79,1724,37,7
79,2236,29,7
79,2748,23,7
79,3260,20,7
79,3772,17,7
79,4284,15,7
79,4796,14,7
79,5308,12,7
79,5820,11,7
79,6332,10,7
79,6844,10,7
79,7356,9,7
79,7868,9,7
79,8380,8,7
79,8892,8,7
79,9404,7,7
79,9916,7,7
79,10428,7,7
79,10940,6,7
79,11452,6,7
79,11964,6,7
79,12476,6,7
79,13500,5,7
79,14524,5,7
79,15548,5,7
79,16572,4,7
79,17596,4,7
79,18620,4,8
79,19644,4,8
79,20668,4,8
79,21692,3,8
79,22716,3,8
79,23740,3,8
79,24764,3,8
79,25788,3,8
79,26812,3,8
79,27836,3,8
79,28860,3,8
79,29884,3,8
79,30908,3,8
79,31932,2,8
79,32956,2,8
79,33980,2,8
79,35004,2,8
79,36028,2,8
79,37052,2,8
79,38076,2,8
79,39100,2,8
79,40124,2,8
79,41148,2,8
79,42172,2,8
79,43196,2,8
79,44220,2,8
79,45244,2,8
79,46268,2,8
79,47292,2,8
79,48316,2,8
79,49340,2,8
79,50364,2,8
79,51388,2,8
79,52412,2,8
79,53436,2,8
79,54460,2,8
79,55484,2,8
79,56508,2,8
79,57532,2,8
79,58556,2,8
79,59580,2,8
79,60604,2,8
79,61628,2,8
79,62652,2,8
79,63676,1,8
79,64700,1,8
