r,l,U,t
2608,700,90,7
2608,1212,52,7
2608,1724,37,7
2608,2236,29,7
2608,2748,23,7
2608,3260,20,7
2608,3772,17,7
2608,4284,15,7
2608,4796,14,7
2608,5308,12,7
2608,5820,11,7
2608,6332,10,7
2608,6844,10,7
2608,7356,9,7
2608,7868,9,7
2608,8380,8,7
2608,8892,8,7
2608,9404,7,7
2608,9916,7,7
2608,10428,7,7
2608,10940,6,7
2608,11452,6,7
2608,11964,6,7
2608,12476,6,7
2608,13500,5,7
2608,14524,5,7
2608,15548,5,7
2608,16572,4,7
2608,17596,4,7
2608,18620,4,8
2608,19644,4,8
2608,20668,4,8
2608,21692,3,8
2608,22716,3,8
2608,23740,3,8
2608,24764,3,8
2608,25788,3,8
2608,26812,3,8
2608,27836,3,8
2608,28860,3,8
2608,29884,3,8
2608,30908,3,8
2608,31932,2,8
2608,32956,2,8
2608,33980,2,8
2608,35004,2,8
2608,36028,2,8
2608,37052,2,8
2608,38076,2,8
2608,39100,2,8
2608,40124,2,8
2608,41148,2,8
2608,42172,2,8
2608,43196,2,8
2608,44220,2,8
2608,45244,2,8
2608,46268,2,8
2608,47292,2,8
2608,48316,2,8
2608,49340,2,8
2608,50364,2,8
2608,51388,2,8
2608,52412,2,8
2608,53436,2,8
2608,54460,2,8
2608,55484,2,8
2608,56508,2,8
2608,57532,2,8
2608,58556,2,8
2608,59580,2,8
2608,60604,2,8
2608,61628,2,8
2608,62652,2,8
2608,63676,1,8
2608,64700,1,8
