r,l,U,t
57,700,90,7
57,1212,52,7
57,1724,37,7
57,2236,29,7
57,2748,23,7
57,3260,20,7
57,3772,17,7
57,4284,15,7
57,4796,14,7
57,5308,12,7
57,5820,11,7
57,6332,10,7
57,6844,10,7
57,7356,9,7
57,7868,9,7
57,8380,8,7
57,8892,8,7
57,9404,7,7
57,9916,7,7
57,10428,7,7
57,10940,6,7
57,11452,6,7
57,11964,6,7
57,12476,6,7
57,13500,5,7
57,14524,5,7
57,15548,5,7
57,16572,4,7
57,17596,4,7
57,18620,4,8
57,19644,4,8
57,20668,4,8
57,21692,3,8
57,22716,3,8
57,23740,3,8
57,24764,3,8
57,25788,3,8
57,26812,3,8
57,27836,3,8
57,28860,3,8
57,29884,3,8
57,30908,3,8
57,31932,2,8
57,32956,2,8
57,33980,2,8
57,35004,2,8
57,36028,2,8
57,37052,2,8
57,38076,2,8
57,39100,2,8
57,40124,2,8
57,41148,2,8
57,42172,2,8
57,43196,2,8
57,44220,2,8
57,45244,2,8
57,46268,2,8
57,47292,2,8
57,48316,2,8
57,49340,2,8
57,50364,2,8
57,51388,2,8
57,52412,2,8
57,53436,2,8
57,54460,2,8
57,55484,2,8
57,56508,2,8
57,57532,2,8
57,58556,2,8
57,59580,2,8
57,60604,2,8
57,61628,2,8
57,62652,2,8
57,63676,1,8
57,64700,1,8
