r,l,U,t
61,700,90,7
61,1212,52,7
61,1724,37,7
61,2236,29,7
61,2748,23,7
61,3260,20,7
61,3772,17,7
61,4284,15,7
61,4796,14,7
61,5308,12,7
61,5820,11,7
61,6332,10,7
61,6844,10,7
61,7356,9,7
61,7868,9,7
61,8380,8,7
61,8892,8,7
61,9404,7,7
61,9916,7,7
61,10428,7,7
61,10940,6,7
61,11452,6,7
61,11964,6,7
61,12476,6,7
61,13500,5,7
61,14524,5,7
61,15548,5,7
61,16572,4,7
61,17596,4,7
61,18620,4,8
61,19644,4,8
61,20668,4,8
61,21692,3,8
61,22716,3,8
61,23740,3,8
61,24764,3,8
61,25788,3,8
61,26812,3,8
61,27836,3,8
61,28860,3,8
61,29884,3,8
61,30908,3,8
61,31932,2,8
61,32956,2,8
61,33980,2,8
61,35004,2,8
61,36028,2,8
61,37052,2,8
61,38076,2,8
61,39100,2,8
61,40124,2,8
61,41148,2,8
61,42172,2,8
61,43196,2,8
61,44220,2,8
61,45244,2,8
61,46268,2,8
61,47292,2,8
61,48316,2,8
61,49340,2,8
61,50364,2,8
61,51388,2,8
61,52412,2,8
61,53436,2,8
61,54460,2,8
61,55484,2,8
61,56508,2,8
61,57532,2,8
61,58556,2,8
61,59580,2,8
61,60604,2,8
61,61628,2,8
61,62652,2,8
61,63676,1,8
61,64700,1,8
