r,l,U,t
17,700,90,7
17,1212,52,7
17,1724,37,7
17,2236,29,7
17,2748,23,7
17,3260,20,7
17,3772,17,7
17,4284,15,7
17,4796,14,7
17,5308,12,7
17,5820,11,7
17,6332,10,7
17,6844,10,7
17,7356,9,7
17,7868,9,7
17,8380,8,7
17,8892,8,7
17,9404,7,7
17,9916,7,7
17,10428,7,7
17,10940,6,7
17,11452,6,7
17,11964,6,7
17,12476,6,7
17,13500,5,7
17,14524,5,7
17,15548,5,7
17,16572,4,7
17,17596,4,7
17,18620,4,8
17,19644,4,8
17,20668,4,8
17,21692,3,8
17,22716,3,8
17,23740,3,8
17,24764,3,8
17,25788,3,8
17,26812,3,8
17,27836,3,8
17,28860,3,8
17,29884,3,8
17,30908,3,8
17,31932,2,8
17,32956,2,8
17,33980,2,8
17,35004,2,8
17,36028,2,8
17,37052,2,8
17,38076,2,8
17,39100,2,8
17,40124,2,8
17,41148,2,8
17,42172,2,8
17,43196,2,8
17,44220,2,8
17,45244,2,8
17,46268,2,8
17,47292,2,8
17,48316,2,8
17,49340,2,8
17,50364,2,8
17,51388,2,8
17,52412,2,8
17,53436,2,8
17,54460,2,8
17,55484,2,8
17,56508,2,8
17,57532,2,8
17,58556,2,8
17,59580,2,8
17,60604,2,8
17,61628,2,8
17,62652,2,8
17,63676,1,8
17,64700,1,8
