r,l,U,t
95,700,90,7
95,1212,52,7
95,1724,37,7
95,2236,29,7
95,2748,23,7
95,3260,20,7
95,3772,17,7
95,4284,15,7
95,4796,14,7
95,5308,12,7
95,5820,11,7
95,6332,10,7
95,6844,10,7
95,7356,9,7
95,7868,9,7
95,8380,8,7
95,8892,8,7
95,9404,7,7
95,9916,7,7
95,10428,7,7
95,10940,6,7
95,11452,6,7
95,11964,6,7
95,12476,6,7
95,13500,5,7
95,14524,5,7
95,15548,5,7
95,16572,4,7
95,17596,4,7
95,18620,4,8
95,19644,4,8
95,20668,4,8
95,21692,3,8
95,22716,3,8
95,23740,3,8
95,24764,3,8
95,25788,3,8
95,26812,3,8
95,27836,3,8
95,28860,3,8
95,29884,3,8
95,30908,3,8
95,31932,2,8
95,32956,2,8
95,33980,2,8
95,35004,2,8
95,36028,2,8
95,37052,2,8
95,38076,2,8
95,39100,2,8
95,40124,2,8
95,41148,2,8
95,42172,2,8
95,43196,2,8
95,44220,2,8
95,45244,2,8
95,46268,2,8
95,47292,2,8
95,48316,2,8
95,49340,2,8
95,50364,2,8
95,51388,2,8
95,52412,2,8
95,53436,2,8
95,54460,2,8
95,55484,2,8
95,56508,2,8
95,57532,2,8
95,58556,2,8
95,59580,2,8
95,60604,2,8
95,61628,2,8
95,62652,2,8
95,63676,1,8
95,64700,1,8
