r,l,U,t
2496,700,90,7
2496,1212,52,7
2496,1724,37,7
2496,2236,29,7
2496,2748,23,7
2496,3260,20,7
2496,3772,17,7
2496,4284,15,7
2496,4796,14,7
2496,5308,12,7
2496,5820,11,7
2496,6332,10,7
2496,6844,10,7
2496,7356,9,7
2496,7868,9,7
2496,8380,8,7
2496,8892,8,7
2496,9404,7,7
2496,9916,7,7
2496,10428,7,7
2496,10940,6,7
2496,11452,6,7
2496,11964,6,7
2496,12476,6,7
2496,13500,5,7
2496,14524,5,7
2496,15548,5,7
2496,16572,4,7
2496,17596,4,7
2496,18620,4,8
2496,19644,4,8
2496,20668,4,8
2496,21692,3,8
2496,22716,3,8
2496,23740,3,8
2496,24764,3,8
2496,25788,3,8
2496,26812,3,8
2496,27836,3,8
2496,28860,3,8
2496,29884,3,8
2496,30908,3,8
2496,31932,2,8
2496,32956,2,8
2496,33980,2,8
2496,35004,2,8
2496,36028,2,8
2496,37052,2,8
2496,38076,2,8
2496,39100,2,8
2496,40124,2,8
2496,41148,2,8
2496,42172,2,8
2496,43196,2,8
2496,44220,2,8
2496,45244,2,8
2496,46268,2,8
2496,47292,2,8
2496,48316,2,8
2496,49340,2,8
2496,50364,2,8
2496,51388,2,8
2496,52412,2,8
2496,53436,2,8
2496,54460,2,8
2496,55484,2,8
2496,56508,2,8
2496,57532,2,8
2496,58556,2,8
2496,59580,2,8
2496,60604,2,8
2496,61628,2,8
2496,62652,2,8
2496,63676,1,8
2496,64700,1,8
