r,l,U,t
47,700,90,7
47,1212,52,7
47,1724,37,7
47,2236,29,7
47,2748,23,7
47,3260,20,7
47,3772,17,7
47,4284,15,7
47,4796,14,7
47,5308,12,7
47,5820,11,7
47,6332,10,7
47,6844,10,7
47,7356,9,7
47,7868,9,7
47,8380,8,7
47,8892,8,7
47,9404,7,7
47,9916,7,7
47,10428,7,7
47,10940,6,7
47,11452,6,7
47,11964,6,7
47,12476,6,7
47,13500,5,7
47,14524,5,7
47,15548,5,7
47,16572,4,7
47,17596,4,7
47,18620,4,8
47,19644,4,8
47,20668,4,8
47,21692,3,8
47,22716,3,8
47,23740,3,8
47,24764,3,8
47,25788,3,8
47,26812,3,8
47,27836,3,8
47,28860,3,8
47,29884,3,8
47,30908,3,8
47,31932,2,8
47,32956,2,8
47,33980,2,8
47,35004,2,8
47,36028,2,8
47,37052,2,8
47,38076,2,8
47,39100,2,8
47,40124,2,8
47,41148,2,8
47,42172,2,8
47,43196,2,8
47,44220,2,8
47,45244,2,8
47,46268,2,8
47,47292,2,8
47,48316,2,8
47,49340,2,8
47,50364,2,8
47,51388,2,8
47,52412,2,8
47,53436,2,8
47,54460,2,8
47,55484,2,8
47,56508,2,8
47,57532,2,8
47,58556,2,8
47,59580,2,8
47,60604,2,8
47,61628,2,8
47,62652,2,8
47,63676,1,8
47,64700,1,8
