r,l,U,t
69,700,90,7
69,1212,52,7
69,1724,37,7
69,2236,29,7
69,2748,23,7
69,3260,20,7
69,3772,17,7
69,4284,15,7
69,4796,14,7
69,5308,12,7
69,5820,11,7
69,6332,10,7
69,6844,10,7
69,7356,9,7
69,7868,9,7
69,8380,8,7
69,8892,8,7
69,9404,7,7
69,9916,7,7
69,10428,7,7
69,10940,6,7
69,11452,6,7
69,11964,6,7
69,12476,6,7
69,13500,5,7
69,14524,5,7
69,15548,5,7
69,16572,4,7
69,17596,4,7
69,18620,4,8
69,19644,4,8
69,20668,4,8
69,21692,3,8
69,22716,3,8
69,23740,3,8
69,24764,3,8
69,25788,3,8
69,26812,3,8
69,27836,3,8
69,28860,3,8
69,29884,3,8
69,30908,3,8
69,31932,2,8
69,32956,2,8
69,33980,2,8
69,35004,2,8
69,36028,2,8
69,37052,2,8
69,38076,2,8
69,39100,2,8
69,40124,2,8
69,41148,2,8
69,42172,2,8
69,43196,2,8
69,44220,2,8
69,45244,2,8
69,46268,2,8
69,47292,2,8
69,48316,2,8
69,49340,2,8
69,50364,2,8
69,51388,2,8
69,52412,2,8
69,53436,2,8
69,54460,2,8
69,55484,2,8
69,56508,2,8
69,57532,2,8
69,58556,2,8
69,59580,2,8
69,60604,2,8
69,61628,2,8
69,62652,2,8
69,63676,1,8
69,64700,1,8
