r,l,U,t
4368,700,90,7
4368,1212,52,7
4368,1724,37,7
4368,2236,29,7
4368,2748,23,7
4368,3260,20,7
4368,3772,17,7
4368,4284,15,7
4368,4796,14,7
4368,5308,12,7
4368,5820,11,7
4368,6332,10,7
4368,6844,10,7
4368,7356,9,7
4368,7868,9,7
4368,8380,8,7
4368,8892,8,7
4368,9404,7,7
4368,9916,7,7
4368,10428,7,7
4368,10940,6,7
4368,11452,6,7
4368,11964,6,7
4368,12476,6,7
4368,13500,5,7
4368,14524,5,7
4368,15548,5,7
4368,16572,4,7
4368,17596,4,7
4368,18620,4,8
4368,19644,4,8
4368,20668,4,8
4368,21692,3,8
4368,22716,3,8
4368,23740,3,8
4368,24764,3,8
4368,25788,3,8
4368,26812,3,8
4368,27836,3,8
4368,28860,3,8
4368,29884,3,8
4368,30908,3,8
4368,31932,2,8
4368,32956,2,8
4368,33980,2,8
4368,35004,2,8
4368,36028,2,8
4368,37052,2,8
4368,38076,2,8
4368,39100,2,8
4368,40124,2,8
4368,41148,2,8
4368,42172,2,8
4368,43196,2,8
4368,44220,2,8
4368,45244,2,8
4368,46268,2,8
4368,47292,2,8
4368,48316,2,8
4368,49340,2,8
4368,50364,2,8
4368,51388,2,8
4368,52412,2,8
4368,53436,2,8
4368,54460,2,8
4368,55484,2,8
4368,56508,2,8
4368,57532,2,8
4368,58556,2,8
4368,59580,2,8
4368,60604,2,8
4368,61628,2,8
4368,62652,2,8
4368,63676,1,8
4368,64700,1,8
