r,l,U,t
3920,700,90,7
3920,1212,52,7
3920,1724,37,7
3920,2236,29,7
3920,2748,23,7
3920,3260,20,7
3920,3772,17,7
3920,4284,15,7
3920,4796,14,7
3920,5308,12,7
3920,5820,11,7
3920,6332,10,7
3920,6844,10,7
3920,7356,9,7
3920,7868,9,7
3920,8380,8,7
3920,8892,8,7
3920,9404,7,7
3920,9916,7,7
3920,10428,7,7
3920,10940,6,7
3920,11452,6,7
3920,11964,6,7
3920,12476,6,7
3920,13500,5,7
3920,14524,5,7
3920,15548,5,7
3920,16572,4,7
3920,17596,4,7
3920,18620,4,8
3920,19644,4,8
3920,20668,4,8
3920,21692,3,8
3920,22716,3,8
3920,23740,3,8
3920,24764,3,8
3920,25788,3,8
3920,26812,3,8
3920,27836,3,8
3920,28860,3,8
3920,29884,3,8
3920,30908,3,8
3920,31932,2,8
3920,32956,2,8
3920,33980,2,8
3920,35004,2,8
3920,36028,2,8
3920,37052,2,8
3920,38076,2,8
3920,39100,2,8
3920,40124,2,8
3920,41148,2,8
3920,42172,2,8
3920,43196,2,8
3920,44220,2,8
3920,45244,2,8
3920,46268,2,8
3920,47292,2,8
3920,48316,2,8
3920,49340,2,8
3920,50364,2,8
3920,51388,2,8
3920,52412,2,8
3920,53436,2,8
3920,54460,2,8
3920,55484,2,8
3920,56508,2,8
3920,57532,2,8
3920,58556,2,8
3920,59580,2,8
3920,60604,2,8
3920,61628,2,8
3920,62652,2,8
3920,63676,1,8
3920,64700,1,8
