r,l,U,t
2528,700,90,7
2528,1212,52,7
2528,1724,37,7
2528,2236,29,7
2528,2748,23,7
2528,3260,20,7
2528,3772,17,7
2528,4284,15,7
2528,4796,14,7
2528,5308,12,7
2528,5820,11,7
2528,6332,10,7
2528,6844,10,7
2528,7356,9,7
2528,7868,9,7
2528,8380,8,7
2528,8892,8,7
2528,9404,7,7
2528,9916,7,7
2528,10428,7,7
2528,10940,6,7
2528,11452,6,7
2528,11964,6,7
2528,12476,6,7
2528,13500,5,7
2528,14524,5,7
2528,15548,5,7
2528,16572,4,7
2528,17596,4,7
2528,18620,4,8
2528,19644,4,8
2528,20668,4,8
2528,21692,3,8
2528,22716,3,8
2528,23740,3,8
2528,24764,3,8
2528,25788,3,8
2528,26812,3,8
2528,27836,3,8
2528,28860,3,8
2528,29884,3,8
2528,30908,3,8
2528,31932,2,8
2528,32956,2,8
2528,33980,2,8
2528,35004,2,8
2528,36028,2,8
2528,37052,2,8
2528,38076,2,8
2528,39100,2,8
2528,40124,2,8
2528,41148,2,8
2528,42172,2,8
2528,43196,2,8
2528,44220,2,8
2528,45244,2,8
2528,46268,2,8
2528,47292,2,8
2528,48316,2,8
2528,49340,2,8
2528,50364,2,8
2528,51388,2,8
2528,52412,2,8
2528,53436,2,8
2528,54460,2,8
2528,55484,2,8
2528,56508,2,8
2528,57532,2,8
2528,58556,2,8
2528,59580,2,8
2528,60604,2,8
2528,61628,2,8
2528,62652,2,8
2528,63676,1,8
2528,64700,1,8
