r,l,U,t
928,700,90,7
928,1212,52,7
928,1724,37,7
928,2236,29,7
928,2748,23,7
928,3260,20,7
928,3772,17,7
928,4284,15,7
928,4796,14,7
928,5308,12,7
928,5820,11,7
928,6332,10,7
928,6844,10,7
928,7356,9,7
928,7868,9,7
928,8380,8,7
928,8892,8,7
928,9404,7,7
928,9916,7,7
928,10428,7,7
928,10940,6,7
928,11452,6,7
928,11964,6,7
928,12476,6,7
928,13500,5,7
928,14524,5,7
928,15548,5,7
928,16572,4,7
928,17596,4,7
928,18620,4,8
928,19644,4,8
928,20668,4,8
928,21692,3,8
928,22716,3,8
928,23740,3,8
928,24764,3,8
928,25788,3,8
928,26812,3,8
928,27836,3,8
928,28860,3,8
928,29884,3,8
928,30908,3,8
928,31932,2,8
928,32956,2,8
928,33980,2,8
928,35004,2,8
928,36028,2,8
928,37052,2,8
928,38076,2,8
928,39100,2,8
928,40124,2,8
928,41148,2,8
928,42172,2,8
928,43196,2,8
928,44220,2,8
928,45244,2,8
928,46268,2,8
928,47292,2,8
928,48316,2,8
928,49340,2,8
928,50364,2,8
928,51388,2,8
928,52412,2,8
928,53436,2,8
928,54460,2,8
928,55484,2,8
928,56508,2,8
928,57532,2,8
928,58556,2,8
928,59580,2,8
928,60604,2,8
928,61628,2,8
928,62652,2,8
928,63676,1,8
928,64700,1,8
