r,l,U,t
4688,700,90,7
4688,1212,52,7
4688,1724,37,7
4688,2236,29,7
4688,2748,23,7
4688,3260,20,7
4688,3772,17,7
4688,4284,15,7
4688,4796,14,7
4688,5308,12,7
4688,5820,11,7
4688,6332,10,7
4688,6844,10,7
4688,7356,9,7
4688,7868,9,7
4688,8380,8,7
4688,8892,8,7
4688,9404,7,7
4688,9916,7,7
4688,10428,7,7
4688,10940,6,7
4688,11452,6,7
4688,11964,6,7
4688,12476,6,7
4688,13500,5,7
4688,14524,5,7
4688,15548,5,7
4688,16572,4,7
4688,17596,4,7
4688,18620,4,8
4688,19644,4,8
4688,20668,4,8
4688,21692,3,8
4688,22716,3,8
4688,23740,3,8
4688,24764,3,8
4688,25788,3,8
4688,26812,3,8
4688,27836,3,8
4688,28860,3,8
4688,29884,3,8
4688,30908,3,8
4688,31932,2,8
4688,32956,2,8
4688,33980,2,8
4688,35004,2,8
4688,36028,2,8
4688,37052,2,8
4688,38076,2,8
4688,39100,2,8
4688,40124,2,8
4688,41148,2,8
4688,42172,2,8
4688,43196,2,8
4688,44220,2,8
4688,45244,2,8
4688,46268,2,8
4688,47292,2,8
4688,48316,2,8
4688,49340,2,8
4688,50364,2,8
4688,51388,2,8
4688,52412,2,8
4688,53436,2,8
4688,54460,2,8
4688,55484,2,8
4688,56508,2,8
4688,57532,2,8
4688,58556,2,8
4688,59580,2,8
4688,60604,2,8
4688,61628,2,8
4688,62652,2,8
4688,63676,1,8
4688,64700,1,8
