r,l,U,t
16,700,90,7
16,1212,52,7
16,1724,37,7
16,2236,29,7
16,2748,23,7
16,3260,20,7
16,3772,17,7
16,4284,15,7
16,4796,14,7
16,5308,12,7
16,5820,11,7
16,6332,10,7
16,6844,10,7
16,7356,9,7
16,7868,9,7
16,8380,8,7
16,8892,8,7
16,9404,7,7
16,9916,7,7
16,10428,7,7
16,10940,6,7
16,11452,6,7
16,11964,6,7
16,12476,6,7
16,13500,5,7
16,14524,5,7
16,15548,5,7
16,16572,4,7
16,17596,4,7
16,18620,4,8
16,19644,4,8
16,20668,4,8
16,21692,3,8
16,22716,3,8
16,23740,3,8
16,24764,3,8
16,25788,3,8
16,26812,3,8
16,27836,3,8
16,28860,3,8
16,29884,3,8
16,30908,3,8
16,31932,2,8
16,32956,2,8
16,33980,2,8
16,35004,2,8
16,36028,2,8
16,37052,2,8
16,38076,2,8
16,39100,2,8
16,40124,2,8
16,41148,2,8
16,42172,2,8
16,43196,2,8
16,44220,2,8
16,45244,2,8
16,46268,2,8
16,47292,2,8
16,48316,2,8
16,49340,2,8
16,50364,2,8
16,51388,2,8
16,52412,2,8
16,53436,2,8
16,54460,2,8
16,55484,2,8
16,56508,2,8
16,57532,2,8
16,58556,2,8
16,59580,2,8
16,60604,2,8
16,61628,2,8
16,62652,2,8
16,63676,1,8
16,64700,1,8
