r,l,U,t
21,700,90,7
21,1212,52,7
21,1724,37,7
21,2236,29,7
21,2748,23,7
21,3260,20,7
21,3772,17,7
21,4284,15,7
21,4796,14,7
21,5308,12,7
21,5820,11,7
21,6332,10,7
21,6844,10,7
21,7356,9,7
21,7868,9,7
21,8380,8,7
21,8892,8,7
21,9404,7,7
21,9916,7,7
21,10428,7,7
21,10940,6,7
21,11452,6,7
21,11964,6,7
21,12476,6,7
21,13500,5,7
21,14524,5,7
21,15548,5,7
21,16572,4,7
21,17596,4,7
21,18620,4,8
21,19644,4,8
21,20668,4,8
21,21692,3,8
21,22716,3,8
21,23740,3,8
21,24764,3,8
21,25788,3,8
21,26812,3,8
21,27836,3,8
21,28860,3,8
21,29884,3,8
21,30908,3,8
21,31932,2,8
21,32956,2,8
21,33980,2,8
21,35004,2,8
21,36028,2,8
21,37052,2,8
21,38076,2,8
21,39100,2,8
21,40124,2,8
21,41148,2,8
21,42172,2,8
21,43196,2,8
21,44220,2,8
21,45244,2,8
21,46268,2,8
21,47292,2,8
21,48316,2,8
21,49340,2,8
21,50364,2,8
21,51388,2,8
21,52412,2,8
21,53436,2,8
21,54460,2,8
21,55484,2,8
21,56508,2,8
21,57532,2,8
21,58556,2,8
21,59580,2,8
21,60604,2,8
21,61628,2,8
21,62652,2,8
21,63676,1,8
21,64700,1,8
