r,l,U,t
75,700,90,7
75,1212,52,7
75,1724,37,7
75,2236,29,7
75,2748,23,7
75,3260,20,7
75,3772,17,7
75,4284,15,7
75,4796,14,7
75,5308,12,7
75,5820,11,7
75,6332,10,7
75,6844,10,7
75,7356,9,7
75,7868,9,7
75,8380,8,7
75,8892,8,7
75,9404,7,7
75,9916,7,7
75,10428,7,7
75,10940,6,7
75,11452,6,7
75,11964,6,7
75,12476,6,7
75,13500,5,7
75,14524,5,7
75,15548,5,7
75,16572,4,7
75,17596,4,7
75,18620,4,8
75,19644,4,8
75,20668,4,8
75,21692,3,8
75,22716,3,8
75,23740,3,8
75,24764,3,8
75,25788,3,8
75,26812,3,8
75,27836,3,8
75,28860,3,8
75,29884,3,8
75,30908,3,8
75,31932,2,8
75,32956,2,8
75,33980,2,8
75,35004,2,8
75,36028,2,8
75,37052,2,8
75,38076,2,8
75,39100,2,8
75,40124,2,8
75,41148,2,8
75,42172,2,8
75,43196,2,8
75,44220,2,8
75,45244,2,8
75,46268,2,8
75,47292,2,8
75,48316,2,8
75,49340,2,8
75,50364,2,8
75,51388,2,8
75,52412,2,8
75,53436,2,8
75,54460,2,8
75,55484,2,8
75,56508,2,8
75,57532,2,8
75,58556,2,8
75,59580,2,8
75,60604,2,8
75,61628,2,8
75,62652,2,8
75,63676,1,8
75,64700,1,8
