r,l,U,t
7248,700,90,7
7248,1212,52,7
7248,1724,37,7
7248,2236,29,7
7248,2748,23,7
7248,3260,20,7
7248,3772,17,7
7248,4284,15,7
7248,4796,14,7
7248,5308,12,7
7248,5820,11,7
7248,6332,10,7
7248,6844,10,7
7248,7356,9,7
7248,7868,9,7
7248,8380,8,7
7248,8892,8,7
7248,9404,7,7
7248,9916,7,7
7248,10428,7,7
7248,10940,6,7
7248,11452,6,7
7248,11964,6,7
7248,12476,6,7
7248,13500,5,7
7248,14524,5,7
7248,15548,5,7
7248,16572,4,7
7248,17596,4,7
7248,18620,4,8
7248,19644,4,8
7248,20668,4,8
7248,21692,3,8
7248,22716,3,8
7248,23740,3,8
7248,24764,3,8
7248,25788,3,8
7248,26812,3,8
7248,27836,3,8
7248,28860,3,8
7248,29884,3,8
7248,30908,3,8
7248,31932,2,8
7248,32956,2,8
7248,33980,2,8
7248,35004,2,8
7248,36028,2,8
7248,37052,2,8
7248,38076,2,8
7248,39100,2,8
7248,40124,2,8
7248,41148,2,8
7248,42172,2,8
7248,43196,2,8
7248,44220,2,8
7248,45244,2,8
7248,46268,2,8
7248,47292,2,8
7248,48316,2,8
7248,49340,2,8
7248,50364,2,8
7248,51388,2,8
7248,52412,2,8
7248,53436,2,8
7248,54460,2,8
7248,55484,2,8
7248,56508,2,8
7248,57532,2,8
7248,58556,2,8
7248,59580,2,8
7248,60604,2,8
7248,61628,2,8
7248,62652,2,8
7248,63676,1,8
7248,64700,1,8
