r,l,U,t
2928,700,90,7
2928,1212,52,7
2928,1724,37,7
2928,2236,29,7
2928,2748,23,7
2928,3260,20,7
2928,3772,17,7
2928,4284,15,7
2928,4796,14,7
2928,5308,12,7
2928,5820,11,7
2928,6332,10,7
2928,6844,10,7
2928,7356,9,7
2928,7868,9,7
2928,8380,8,7
2928,8892,8,7
2928,9404,7,7
2928,9916,7,7
2928,10428,7,7
2928,10940,6,7
2928,11452,6,7
2928,11964,6,7
2928,12476,6,7
2928,13500,5,7
2928,14524,5,7
2928,15548,5,7
2928,16572,4,7
2928,17596,4,7
2928,18620,4,8
2928,19644,4,8
2928,20668,4,8
2928,21692,3,8
2928,22716,3,8
2928,23740,3,8
2928,24764,3,8
2928,25788,3,8
2928,26812,3,8
2928,27836,3,8
2928,28860,3,8
2928,29884,3,8
2928,30908,3,8
2928,31932,2,8
2928,32956,2,8
2928,33980,2,8
2928,35004,2,8
2928,36028,2,8
2928,37052,2,8
2928,38076,2,8
2928,39100,2,8
2928,40124,2,8
2928,41148,2,8
2928,42172,2,8
2928,43196,2,8
2928,44220,2,8
2928,45244,2,8
2928,46268,2,8
2928,47292,2,8
2928,48316,2,8
2928,49340,2,8
2928,50364,2,8
2928,51388,2,8
2928,52412,2,8
2928,53436,2,8
2928,54460,2,8
2928,55484,2,8
2928,56508,2,8
2928,57532,2,8
2928,58556,2,8
2928,59580,2,8
2928,60604,2,8
2928,61628,2,8
2928,62652,2,8
2928,63676,1,8
2928,64700,1,8
