r,l,U,t
70,700,90,7
70,1212,52,7
70,1724,37,7
70,2236,29,7
70,2748,23,7
70,3260,20,7
70,3772,17,7
70,4284,15,7
70,4796,14,7
70,5308,12,7
70,5820,11,7
70,6332,10,7
70,6844,10,7
70,7356,9,7
70,7868,9,7
70,8380,8,7
70,8892,8,7
70,9404,7,7
70,9916,7,7
70,10428,7,7
70,10940,6,7
70,11452,6,7
70,11964,6,7
70,12476,6,7
70,13500,5,7
70,14524,5,7
70,15548,5,7
70,16572,4,7
70,17596,4,7
70,18620,4,8
70,19644,4,8
70,20668,4,8
70,21692,3,8
70,22716,3,8
70,23740,3,8
70,24764,3,8
70,25788,3,8
70,26812,3,8
70,27836,3,8
70,28860,3,8
70,29884,3,8
70,30908,3,8
70,31932,2,8
70,32956,2,8
70,33980,2,8
70,35004,2,8
70,36028,2,8
70,37052,2,8
70,38076,2,8
70,39100,2,8
70,40124,2,8
70,41148,2,8
70,42172,2,8
70,43196,2,8
70,44220,2,8
70,45244,2,8
70,46268,2,8
70,47292,2,8
70,48316,2,8
70,49340,2,8
70,50364,2,8
70,51388,2,8
70,52412,2,8
70,53436,2,8
70,54460,2,8
70,55484,2,8
70,56508,2,8
70,57532,2,8
70,58556,2,8
70,59580,2,8
70,60604,2,8
70,61628,2,8
70,62652,2,8
70,63676,1,8
70,64700,1,8
