r,l,U,t
34,700,90,7
34,1212,52,7
34,1724,37,7
34,2236,29,7
34,2748,23,7
34,3260,20,7
34,3772,17,7
34,4284,15,7
34,4796,14,7
34,5308,12,7
34,5820,11,7
34,6332,10,7
34,6844,10,7
34,7356,9,7
34,7868,9,7
34,8380,8,7
34,8892,8,7
34,9404,7,7
34,9916,7,7
34,10428,7,7
34,10940,6,7
34,11452,6,7
34,11964,6,7
34,12476,6,7
34,13500,5,7
34,14524,5,7
34,15548,5,7
34,16572,4,7
34,17596,4,7
34,18620,4,8
34,19644,4,8
34,20668,4,8
34,21692,3,8
34,22716,3,8
34,23740,3,8
34,24764,3,8
34,25788,3,8
34,26812,3,8
34,27836,3,8
34,28860,3,8
34,29884,3,8
34,30908,3,8
34,31932,2,8
34,32956,2,8
34,33980,2,8
34,35004,2,8
34,36028,2,8
34,37052,2,8
34,38076,2,8
34,39100,2,8
34,40124,2,8
34,41148,2,8
34,42172,2,8
34,43196,2,8
34,44220,2,8
34,45244,2,8
34,46268,2,8
34,47292,2,8
34,48316,2,8
34,49340,2,8
34,50364,2,8
34,51388,2,8
34,52412,2,8
34,53436,2,8
34,54460,2,8
34,55484,2,8
34,56508,2,8
34,57532,2,8
34,58556,2,8
34,59580,2,8
34,60604,2,8
34,61628,2,8
34,62652,2,8
34,63676,1,8
34,64700,1,8
