r,l,U,t
1936,700,90,7
1936,1212,52,7
1936,1724,37,7
1936,2236,29,7
1936,2748,23,7
1936,3260,20,7
1936,3772,17,7
1936,4284,15,7
1936,4796,14,7
1936,5308,12,7
1936,5820,11,7
1936,6332,10,7
1936,6844,10,7
1936,7356,9,7
1936,7868,9,7
1936,8380,8,7
1936,8892,8,7
1936,9404,7,7
1936,9916,7,7
1936,10428,7,7
1936,10940,6,7
1936,11452,6,7
1936,11964,6,7
1936,12476,6,7
1936,13500,5,7
1936,14524,5,7
1936,15548,5,7
1936,16572,4,7
1936,17596,4,7
1936,18620,4,8
1936,19644,4,8
1936,20668,4,8
1936,21692,3,8
1936,22716,3,8
1936,23740,3,8
1936,24764,3,8
1936,25788,3,8
1936,26812,3,8
1936,27836,3,8
1936,28860,3,8
1936,29884,3,8
1936,30908,3,8
1936,31932,2,8
1936,32956,2,8
1936,33980,2,8
1936,35004,2,8
1936,36028,2,8
1936,37052,2,8
1936,38076,2,8
1936,39100,2,8
1936,40124,2,8
1936,41148,2,8
1936,42172,2,8
1936,43196,2,8
1936,44220,2,8
1936,45244,2,8
1936,46268,2,8
1936,47292,2,8
1936,48316,2,8
1936,49340,2,8
1936,50364,2,8
1936,51388,2,8
1936,52412,2,8
1936,53436,2,8
1936,54460,2,8
1936,55484,2,8
1936,56508,2,8
1936,57532,2,8
1936,58556,2,8
1936,59580,2,8
1936,60604,2,8
1936,61628,2,8
1936,62652,2,8
1936,63676,1,8
1936,64700,1,8
