r,l,U,t
1376,700,90,7
1376,1212,52,7
1376,1724,37,7
1376,2236,29,7
1376,2748,23,7
1376,3260,20,7
1376,3772,17,7
1376,4284,15,7
1376,4796,14,7
1376,5308,12,7
1376,5820,11,7
1376,6332,10,7
1376,6844,10,7
1376,7356,9,7
1376,7868,9,7
1376,8380,8,7
1376,8892,8,7
1376,9404,7,7
1376,9916,7,7
1376,10428,7,7
1376,10940,6,7
1376,11452,6,7
1376,11964,6,7
1376,12476,6,7
1376,13500,5,7
1376,14524,5,7
1376,15548,5,7
1376,16572,4,7
1376,17596,4,7
1376,18620,4,8
1376,19644,4,8
1376,20668,4,8
1376,21692,3,8
1376,22716,3,8
1376,23740,3,8
1376,24764,3,8
1376,25788,3,8
1376,26812,3,8
1376,27836,3,8
1376,28860,3,8
1376,29884,3,8
1376,30908,3,8
1376,31932,2,8
1376,32956,2,8
1376,33980,2,8
1376,35004,2,8
1376,36028,2,8
1376,37052,2,8
1376,38076,2,8
1376,39100,2,8
1376,40124,2,8
1376,41148,2,8
1376,42172,2,8
1376,43196,2,8
1376,44220,2,8
1376,45244,2,8
1376,46268,2,8
1376,47292,2,8
1376,48316,2,8
1376,49340,2,8
1376,50364,2,8
1376,51388,2,8
1376,52412,2,8
1376,53436,2,8
1376,54460,2,8
1376,55484,2,8
1376,56508,2,8
1376,57532,2,8
1376,58556,2,8
1376,59580,2,8
1376,60604,2,8
1376,61628,2,8
1376,62652,2,8
1376,63676,1,8
1376,64700,1,8
