r,l,U,t
4176,700,90,7
4176,1212,52,7
4176,1724,37,7
4176,2236,29,7
4176,2748,23,7
4176,3260,20,7
4176,3772,17,7
4176,4284,15,7
4176,4796,14,7
4176,5308,12,7
4176,5820,11,7
4176,6332,10,7
4176,6844,10,7
4176,7356,9,7
4176,7868,9,7
4176,8380,8,7
4176,8892,8,7
4176,9404,7,7
4176,9916,7,7
4176,10428,7,7
4176,10940,6,7
4176,11452,6,7
4176,11964,6,7
4176,12476,6,7
4176,13500,5,7
4176,14524,5,7
4176,15548,5,7
4176,16572,4,7
4176,17596,4,7
4176,18620,4,8
4176,19644,4,8
4176,20668,4,8
4176,21692,3,8
4176,22716,3,8
4176,23740,3,8
4176,24764,3,8
4176,25788,3,8
4176,26812,3,8
4176,27836,3,8
4176,28860,3,8
4176,29884,3,8
4176,30908,3,8
4176,31932,2,8
4176,32956,2,8
4176,33980,2,8
4176,35004,2,8
4176,36028,2,8
4176,37052,2,8
4176,38076,2,8
4176,39100,2,8
4176,40124,2,8
4176,41148,2,8
4176,42172,2,8
4176,43196,2,8
4176,44220,2,8
4176,45244,2,8
4176,46268,2,8
4176,47292,2,8
4176,48316,2,8
4176,49340,2,8
4176,50364,2,8
4176,51388,2,8
4176,52412,2,8
4176,53436,2,8
4176,54460,2,8
4176,55484,2,8
4176,56508,2,8
4176,57532,2,8
4176,58556,2,8
4176,59580,2,8
4176,60604,2,8
4176,61628,2,8
4176,62652,2,8
4176,63676,1,8
4176,64700,1,8
