r,l,U,t
28,700,90,7
28,1212,52,7
28,1724,37,7
28,2236,29,7
28,2748,23,7
28,3260,20,7
28,3772,17,7
28,4284,15,7
28,4796,14,7
28,5308,12,7
28,5820,11,7
28,6332,10,7
28,6844,10,7
28,7356,9,7
28,7868,9,7
28,8380,8,7
28,8892,8,7
28,9404,7,7
28,9916,7,7
28,10428,7,7
28,10940,6,7
28,11452,6,7
28,11964,6,7
28,12476,6,7
28,13500,5,7
28,14524,5,7
28,15548,5,7
28,16572,4,7
28,17596,4,7
28,18620,4,8
28,19644,4,8
28,20668,4,8
28,21692,3,8
28,22716,3,8
28,23740,3,8
28,24764,3,8
28,25788,3,8
28,26812,3,8
28,27836,3,8
28,28860,3,8
28,29884,3,8
28,30908,3,8
28,31932,2,8
28,32956,2,8
28,33980,2,8
28,35004,2,8
28,36028,2,8
28,37052,2,8
28,38076,2,8
28,39100,2,8
28,40124,2,8
28,41148,2,8
28,42172,2,8
28,43196,2,8
28,44220,2,8
28,45244,2,8
28,46268,2,8
28,47292,2,8
28,48316,2,8
28,49340,2,8
28,50364,2,8
28,51388,2,8
28,52412,2,8
28,53436,2,8
28,54460,2,8
28,55484,2,8
28,56508,2,8
28,57532,2,8
28,58556,2,8
28,59580,2,8
28,60604,2,8
28,61628,2,8
28,62652,2,8
28,63676,1,8
28,64700,1,8
