r,l,U,t
37,700,90,7
37,1212,52,7
37,1724,37,7
37,2236,29,7
37,2748,23,7
37,3260,20,7
37,3772,17,7
37,4284,15,7
37,4796,14,7
37,5308,12,7
37,5820,11,7
37,6332,10,7
37,6844,10,7
37,7356,9,7
37,7868,9,7
37,8380,8,7
37,8892,8,7
37,9404,7,7
37,9916,7,7
37,10428,7,7
37,10940,6,7
37,11452,6,7
37,11964,6,7
37,12476,6,7
37,13500,5,7
37,14524,5,7
37,15548,5,7
37,16572,4,7
37,17596,4,7
37,18620,4,8
37,19644,4,8
37,20668,4,8
37,21692,3,8
37,22716,3,8
37,23740,3,8
37,24764,3,8
37,25788,3,8
37,26812,3,8
37,27836,3,8
37,28860,3,8
37,29884,3,8
37,30908,3,8
37,31932,2,8
37,32956,2,8
37,33980,2,8
37,35004,2,8
37,36028,2,8
37,37052,2,8
37,38076,2,8
37,39100,2,8
37,40124,2,8
37,41148,2,8
37,42172,2,8
37,43196,2,8
37,44220,2,8
37,45244,2,8
37,46268,2,8
37,47292,2,8
37,48316,2,8
37,49340,2,8
37,50364,2,8
37,51388,2,8
37,52412,2,8
37,53436,2,8
37,54460,2,8
37,55484,2,8
37,56508,2,8
37,57532,2,8
37,58556,2,8
37,59580,2,8
37,60604,2,8
37,61628,2,8
37,62652,2,8
37,63676,1,8
37,64700,1,8
