r,l,U,t
31,700,90,7
31,1212,52,7
31,1724,37,7
31,2236,29,7
31,2748,23,7
31,3260,20,7
31,3772,17,7
31,4284,15,7
31,4796,14,7
31,5308,12,7
31,5820,11,7
31,6332,10,7
31,6844,10,7
31,7356,9,7
31,7868,9,7
31,8380,8,7
31,8892,8,7
31,9404,7,7
31,9916,7,7
31,10428,7,7
31,10940,6,7
31,11452,6,7
31,11964,6,7
31,12476,6,7
31,13500,5,7
31,14524,5,7
31,15548,5,7
31,16572,4,7
31,17596,4,7
31,18620,4,8
31,19644,4,8
31,20668,4,8
31,21692,3,8
31,22716,3,8
31,23740,3,8
31,24764,3,8
31,25788,3,8
31,26812,3,8
31,27836,3,8
31,28860,3,8
31,29884,3,8
31,30908,3,8
31,31932,2,8
31,32956,2,8
31,33980,2,8
31,35004,2,8
31,36028,2,8
31,37052,2,8
31,38076,2,8
31,39100,2,8
31,40124,2,8
31,41148,2,8
31,42172,2,8
31,43196,2,8
31,44220,2,8
31,45244,2,8
31,46268,2,8
31,47292,2,8
31,48316,2,8
31,49340,2,8
31,50364,2,8
31,51388,2,8
31,52412,2,8
31,53436,2,8
31,54460,2,8
31,55484,2,8
31,56508,2,8
31,57532,2,8
31,58556,2,8
31,59580,2,8
31,60604,2,8
31,61628,2,8
31,62652,2,8
31,63676,1,8
31,64700,1,8
