r,l,U,t
33,700,90,7
33,1212,52,7
33,1724,37,7
33,2236,29,7
33,2748,23,7
33,3260,20,7
33,3772,17,7
33,4284,15,7
33,4796,14,7
33,5308,12,7
33,5820,11,7
33,6332,10,7
33,6844,10,7
33,7356,9,7
33,7868,9,7
33,8380,8,7
33,8892,8,7
33,9404,7,7
33,9916,7,7
33,10428,7,7
33,10940,6,7
33,11452,6,7
33,11964,6,7
33,12476,6,7
33,13500,5,7
33,14524,5,7
33,15548,5,7
33,16572,4,7
33,17596,4,7
33,18620,4,8
33,19644,4,8
33,20668,4,8
33,21692,3,8
33,22716,3,8
33,23740,3,8
33,24764,3,8
33,25788,3,8
33,26812,3,8
33,27836,3,8
33,28860,3,8
33,29884,3,8
33,30908,3,8
33,31932,2,8
33,32956,2,8
33,33980,2,8
33,35004,2,8
33,36028,2,8
33,37052,2,8
33,38076,2,8
33,39100,2,8
33,40124,2,8
33,41148,2,8
33,42172,2,8
33,43196,2,8
33,44220,2,8
33,45244,2,8
33,46268,2,8
33,47292,2,8
33,48316,2,8
33,49340,2,8
33,50364,2,8
33,51388,2,8
33,52412,2,8
33,53436,2,8
33,54460,2,8
33,55484,2,8
33,56508,2,8
33,57532,2,8
33,58556,2,8
33,59580,2,8
33,60604,2,8
33,61628,2,8
33,62652,2,8
33,63676,1,8
33,64700,1,8
