r,l,U,t
24,700,90,7
24,1212,52,7
24,1724,37,7
24,2236,29,7
24,2748,23,7
24,3260,20,7
24,3772,17,7
24,4284,15,7
24,4796,14,7
24,5308,12,7
24,5820,11,7
24,6332,10,7
24,6844,10,7
24,7356,9,7
24,7868,9,7
24,8380,8,7
24,8892,8,7
24,9404,7,7
24,9916,7,7
24,10428,7,7
24,10940,6,7
24,11452,6,7
24,11964,6,7
24,12476,6,7
24,13500,5,7
24,14524,5,7
24,15548,5,7
24,16572,4,7
24,17596,4,7
24,18620,4,8
24,19644,4,8
24,20668,4,8
24,21692,3,8
24,22716,3,8
24,23740,3,8
24,24764,3,8
24,25788,3,8
24,26812,3,8
24,27836,3,8
24,28860,3,8
24,29884,3,8
24,30908,3,8
24,31932,2,8
24,32956,2,8
24,33980,2,8
24,35004,2,8
24,36028,2,8
24,37052,2,8
24,38076,2,8
24,39100,2,8
24,40124,2,8
24,41148,2,8
24,42172,2,8
24,43196,2,8
24,44220,2,8
24,45244,2,8
24,46268,2,8
24,47292,2,8
24,48316,2,8
24,49340,2,8
24,50364,2,8
24,51388,2,8
24,52412,2,8
24,53436,2,8
24,54460,2,8
24,55484,2,8
24,56508,2,8
24,57532,2,8
24,58556,2,8
24,59580,2,8
24,60604,2,8
24,61628,2,8
24,62652,2,8
24,63676,1,8
24,64700,1,8
