r,l,U,t
1792,700,90,7
1792,1212,52,7
1792,1724,37,7
1792,2236,29,7
1792,2748,23,7
1792,3260,20,7
1792,3772,17,7
1792,4284,15,7
1792,4796,14,7
1792,5308,12,7
1792,5820,11,7
1792,6332,10,7
1792,6844,10,7
1792,7356,9,7
1792,7868,9,7
1792,8380,8,7
1792,8892,8,7
1792,9404,7,7
1792,9916,7,7
1792,10428,7,7
1792,10940,6,7
1792,11452,6,7
1792,11964,6,7
1792,12476,6,7
1792,13500,5,7
1792,14524,5,7
1792,15548,5,7
1792,16572,4,7
1792,17596,4,7
1792,18620,4,8
1792,19644,4,8
1792,20668,4,8
1792,21692,3,8
1792,22716,3,8
1792,23740,3,8
1792,24764,3,8
1792,25788,3,8
1792,26812,3,8
1792,27836,3,8
1792,28860,3,8
1792,29884,3,8
1792,30908,3,8
1792,31932,2,8
1792,32956,2,8
1792,33980,2,8
1792,35004,2,8
1792,36028,2,8
1792,37052,2,8
1792,38076,2,8
1792,39100,2,8
1792,40124,2,8
1792,41148,2,8
1792,42172,2,8
1792,43196,2,8
1792,44220,2,8
1792,45244,2,8
1792,46268,2,8
1792,47292,2,8
1792,48316,2,8
1792,49340,2,8
1792,50364,2,8
1792,51388,2,8
1792,52412,2,8
1792,53436,2,8
1792,54460,2,8
1792,55484,2,8
1792,56508,2,8
1792,57532,2,8
1792,58556,2,8
1792,59580,2,8
1792,60604,2,8
1792,61628,2,8
1792,62652,2,8
1792,63676,1,8
1792,64700,1,8
