r,l,U,t
51,700,90,7
51,1212,52,7
51,1724,37,7
51,2236,29,7
51,2748,23,7
51,3260,20,7
51,3772,17,7
51,4284,15,7
51,4796,14,7
51,5308,12,7
51,5820,11,7
51,6332,10,7
51,6844,10,7
51,7356,9,7
51,7868,9,7
51,8380,8,7
51,8892,8,7
51,9404,7,7
51,9916,7,7
51,10428,7,7
51,10940,6,7
51,11452,6,7
51,11964,6,7
51,12476,6,7
51,13500,5,7
51,14524,5,7
51,15548,5,7
51,16572,4,7
51,17596,4,7
51,18620,4,8
51,19644,4,8
51,20668,4,8
51,21692,3,8
51,22716,3,8
51,23740,3,8
51,24764,3,8
51,25788,3,8
51,26812,3,8
51,27836,3,8
51,28860,3,8
51,29884,3,8
51,30908,3,8
51,31932,2,8
51,32956,2,8
51,33980,2,8
51,35004,2,8
51,36028,2,8
51,37052,2,8
51,38076,2,8
51,39100,2,8
51,40124,2,8
51,41148,2,8
51,42172,2,8
51,43196,2,8
51,44220,2,8
51,45244,2,8
51,46268,2,8
51,47292,2,8
51,48316,2,8
51,49340,2,8
51,50364,2,8
51,51388,2,8
51,52412,2,8
51,53436,2,8
51,54460,2,8
51,55484,2,8
51,56508,2,8
51,57532,2,8
51,58556,2,8
51,59580,2,8
51,60604,2,8
51,61628,2,8
51,62652,2,8
51,63676,1,8
51,64700,1,8
