r,l,U,t
67,700,90,7
67,1212,52,7
67,1724,37,7
67,2236,29,7
67,2748,23,7
67,3260,20,7
67,3772,17,7
67,4284,15,7
67,4796,14,7
67,5308,12,7
67,5820,11,7
67,6332,10,7
67,6844,10,7
67,7356,9,7
67,7868,9,7
67,8380,8,7
67,8892,8,7
67,9404,7,7
67,9916,7,7
67,10428,7,7
67,10940,6,7
67,11452,6,7
67,11964,6,7
67,12476,6,7
67,13500,5,7
67,14524,5,7
67,15548,5,7
67,16572,4,7
67,17596,4,7
67,18620,4,8
67,19644,4,8
67,20668,4,8
67,21692,3,8
67,22716,3,8
67,23740,3,8
67,24764,3,8
67,25788,3,8
67,26812,3,8
67,27836,3,8
67,28860,3,8
67,29884,3,8
67,30908,3,8
67,31932,2,8
67,32956,2,8
67,33980,2,8
67,35004,2,8
67,36028,2,8
67,37052,2,8
67,38076,2,8
67,39100,2,8
67,40124,2,8
67,41148,2,8
67,42172,2,8
67,43196,2,8
67,44220,2,8
67,45244,2,8
67,46268,2,8
67,47292,2,8
67,48316,2,8
67,49340,2,8
67,50364,2,8
67,51388,2,8
67,52412,2,8
67,53436,2,8
67,54460,2,8
67,55484,2,8
67,56508,2,8
67,57532,2,8
67,58556,2,8
67,59580,2,8
67,60604,2,8
67,61628,2,8
67,62652,2,8
67,63676,1,8
67,64700,1,8
