r,l,U,t
3008,700,90,7
3008,1212,52,7
3008,1724,37,7
3008,2236,29,7
3008,2748,23,7
3008,3260,20,7
3008,3772,17,7
3008,4284,15,7
3008,4796,14,7
3008,5308,12,7
3008,5820,11,7
3008,6332,10,7
3008,6844,10,7
3008,7356,9,7
3008,7868,9,7
3008,8380,8,7
3008,8892,8,7
3008,9404,7,7
3008,9916,7,7
3008,10428,7,7
3008,10940,6,7
3008,11452,6,7
3008,11964,6,7
3008,12476,6,7
3008,13500,5,7
3008,14524,5,7
3008,15548,5,7
3008,16572,4,7
3008,17596,4,7
3008,18620,4,8
3008,19644,4,8
3008,20668,4,8
3008,21692,3,8
3008,22716,3,8
3008,23740,3,8
3008,24764,3,8
3008,25788,3,8
3008,26812,3,8
3008,27836,3,8
3008,28860,3,8
3008,29884,3,8
3008,30908,3,8
3008,31932,2,8
3008,32956,2,8
3008,33980,2,8
3008,35004,2,8
3008,36028,2,8
3008,37052,2,8
3008,38076,2,8
3008,39100,2,8
3008,40124,2,8
3008,41148,2,8
3008,42172,2,8
3008,43196,2,8
3008,44220,2,8
3008,45244,2,8
3008,46268,2,8
3008,47292,2,8
3008,48316,2,8
3008,49340,2,8
3008,50364,2,8
3008,51388,2,8
3008,52412,2,8
3008,53436,2,8
3008,54460,2,8
3008,55484,2,8
3008,56508,2,8
3008,57532,2,8
3008,58556,2,8
3008,59580,2,8
3008,60604,2,8
3008,61628,2,8
3008,62652,2,8
3008,63676,1,8
3008,64700,1,8
