r,l,U,t
672,700,90,7
672,1212,52,7
672,1724,37,7
672,2236,29,7
672,2748,23,7
672,3260,20,7
672,3772,17,7
672,4284,15,7
672,4796,14,7
672,5308,12,7
672,5820,11,7
672,6332,10,7
672,6844,10,7
672,7356,9,7
672,7868,9,7
672,8380,8,7
672,8892,8,7
672,9404,7,7
672,9916,7,7
672,10428,7,7
672,10940,6,7
672,11452,6,7
672,11964,6,7
672,12476,6,7
672,13500,5,7
672,14524,5,7
672,15548,5,7
672,16572,4,7
672,17596,4,7
672,18620,4,8
672,19644,4,8
672,20668,4,8
672,21692,3,8
672,22716,3,8
672,23740,3,8
672,24764,3,8
672,25788,3,8
672,26812,3,8
672,27836,3,8
672,28860,3,8
672,29884,3,8
672,30908,3,8
672,31932,2,8
672,32956,2,8
672,33980,2,8
672,35004,2,8
672,36028,2,8
672,37052,2,8
672,38076,2,8
672,39100,2,8
672,40124,2,8
672,41148,2,8
672,42172,2,8
672,43196,2,8
672,44220,2,8
672,45244,2,8
672,46268,2,8
672,47292,2,8
672,48316,2,8
672,49340,2,8
672,50364,2,8
672,51388,2,8
672,52412,2,8
672,53436,2,8
672,54460,2,8
672,55484,2,8
672,56508,2,8
672,57532,2,8
672,58556,2,8
672,59580,2,8
672,60604,2,8
672,61628,2,8
672,62652,2,8
672,63676,1,8
672,64700,1,8
