r,l,U,t
30,700,90,7
30,1212,52,7
30,1724,37,7
30,2236,29,7
30,2748,23,7
30,3260,20,7
30,3772,17,7
30,4284,15,7
30,4796,14,7
30,5308,12,7
30,5820,11,7
30,6332,10,7
30,6844,10,7
30,7356,9,7
30,7868,9,7
30,8380,8,7
30,8892,8,7
30,9404,7,7
30,9916,7,7
30,10428,7,7
30,10940,6,7
30,11452,6,7
30,11964,6,7
30,12476,6,7
30,13500,5,7
30,14524,5,7
30,15548,5,7
30,16572,4,7
30,17596,4,7
30,18620,4,8
30,19644,4,8
30,20668,4,8
30,21692,3,8
30,22716,3,8
30,23740,3,8
30,24764,3,8
30,25788,3,8
30,26812,3,8
30,27836,3,8
30,28860,3,8
30,29884,3,8
30,30908,3,8
30,31932,2,8
30,32956,2,8
30,33980,2,8
30,35004,2,8
30,36028,2,8
30,37052,2,8
30,38076,2,8
30,39100,2,8
30,40124,2,8
30,41148,2,8
30,42172,2,8
30,43196,2,8
30,44220,2,8
30,45244,2,8
30,46268,2,8
30,47292,2,8
30,48316,2,8
30,49340,2,8
30,50364,2,8
30,51388,2,8
30,52412,2,8
30,53436,2,8
30,54460,2,8
30,55484,2,8
30,56508,2,8
30,57532,2,8
30,58556,2,8
30,59580,2,8
30,60604,2,8
30,61628,2,8
30,62652,2,8
30,63676,1,8
30,64700,1,8
