r,l,U,t
58,700,90,7
58,1212,52,7
58,1724,37,7
58,2236,29,7
58,2748,23,7
58,3260,20,7
58,3772,17,7
58,4284,15,7
58,4796,14,7
58,5308,12,7
58,5820,11,7
58,6332,10,7
58,6844,10,7
58,7356,9,7
58,7868,9,7
58,8380,8,7
58,8892,8,7
58,9404,7,7
58,9916,7,7
58,10428,7,7
58,10940,6,7
58,11452,6,7
58,11964,6,7
58,12476,6,7
58,13500,5,7
58,14524,5,7
58,15548,5,7
58,16572,4,7
58,17596,4,7
58,18620,4,8
58,19644,4,8
58,20668,4,8
58,21692,3,8
58,22716,3,8
58,23740,3,8
58,24764,3,8
58,25788,3,8
58,26812,3,8
58,27836,3,8
58,28860,3,8
58,29884,3,8
58,30908,3,8
58,31932,2,8
58,32956,2,8
58,33980,2,8
58,35004,2,8
58,36028,2,8
58,37052,2,8
58,38076,2,8
58,39100,2,8
58,40124,2,8
58,41148,2,8
58,42172,2,8
58,43196,2,8
58,44220,2,8
58,45244,2,8
58,46268,2,8
58,47292,2,8
58,48316,2,8
58,49340,2,8
58,50364,2,8
58,51388,2,8
58,52412,2,8
58,53436,2,8
58,54460,2,8
58,55484,2,8
58,56508,2,8
58,57532,2,8
58,58556,2,8
58,59580,2,8
58,60604,2,8
58,61628,2,8
58,62652,2,8
58,63676,1,8
58,64700,1,8
