r,l,U,t
84,700,90,7
84,1212,52,7
84,1724,37,7
84,2236,29,7
84,2748,23,7
84,3260,20,7
84,3772,17,7
84,4284,15,7
84,4796,14,7
84,5308,12,7
84,5820,11,7
84,6332,10,7
84,6844,10,7
84,7356,9,7
84,7868,9,7
84,8380,8,7
84,8892,8,7
84,9404,7,7
84,9916,7,7
84,10428,7,7
84,10940,6,7
84,11452,6,7
84,11964,6,7
84,12476,6,7
84,13500,5,7
84,14524,5,7
84,15548,5,7
84,16572,4,7
84,17596,4,7
84,18620,4,8
84,19644,4,8
84,20668,4,8
84,21692,3,8
84,22716,3,8
84,23740,3,8
84,24764,3,8
84,25788,3,8
84,26812,3,8
84,27836,3,8
84,28860,3,8
84,29884,3,8
84,30908,3,8
84,31932,2,8
84,32956,2,8
84,33980,2,8
84,35004,2,8
84,36028,2,8
84,37052,2,8
84,38076,2,8
84,39100,2,8
84,40124,2,8
84,41148,2,8
84,42172,2,8
84,43196,2,8
84,44220,2,8
84,45244,2,8
84,46268,2,8
84,47292,2,8
84,48316,2,8
84,49340,2,8
84,50364,2,8
84,51388,2,8
84,52412,2,8
84,53436,2,8
84,54460,2,8
84,55484,2,8
84,56508,2,8
84,57532,2,8
84,58556,2,8
84,59580,2,8
84,60604,2,8
84,61628,2,8
84,62652,2,8
84,63676,1,8
84,64700,1,8
