r,l,U,t
23,700,90,7
23,1212,52,7
23,1724,37,7
23,2236,29,7
23,2748,23,7
23,3260,20,7
23,3772,17,7
23,4284,15,7
23,4796,14,7
23,5308,12,7
23,5820,11,7
23,6332,10,7
23,6844,10,7
23,7356,9,7
23,7868,9,7
23,8380,8,7
23,8892,8,7
23,9404,7,7
23,9916,7,7
23,10428,7,7
23,10940,6,7
23,11452,6,7
23,11964,6,7
23,12476,6,7
23,13500,5,7
23,14524,5,7
23,15548,5,7
23,16572,4,7
23,17596,4,7
23,18620,4,8
23,19644,4,8
23,20668,4,8
23,21692,3,8
23,22716,3,8
23,23740,3,8
23,24764,3,8
23,25788,3,8
23,26812,3,8
23,27836,3,8
23,28860,3,8
23,29884,3,8
23,30908,3,8
23,31932,2,8
23,32956,2,8
23,33980,2,8
23,35004,2,8
23,36028,2,8
23,37052,2,8
23,38076,2,8
23,39100,2,8
23,40124,2,8
23,41148,2,8
23,42172,2,8
23,43196,2,8
23,44220,2,8
23,45244,2,8
23,46268,2,8
23,47292,2,8
23,48316,2,8
23,49340,2,8
23,50364,2,8
23,51388,2,8
23,52412,2,8
23,53436,2,8
23,54460,2,8
23,55484,2,8
23,56508,2,8
23,57532,2,8
23,58556,2,8
23,59580,2,8
23,60604,2,8
23,61628,2,8
23,62652,2,8
23,63676,1,8
23,64700,1,8
