r,l,U,t
1888,700,90,7
1888,1212,52,7
1888,1724,37,7
1888,2236,29,7
1888,2748,23,7
1888,3260,20,7
1888,3772,17,7
1888,4284,15,7
1888,4796,14,7
1888,5308,12,7
1888,5820,11,7
1888,6332,10,7
1888,6844,10,7
1888,7356,9,7
1888,7868,9,7
1888,8380,8,7
1888,8892,8,7
1888,9404,7,7
1888,9916,7,7
1888,10428,7,7
1888,10940,6,7
1888,11452,6,7
1888,11964,6,7
1888,12476,6,7
1888,13500,5,7
1888,14524,5,7
1888,15548,5,7
1888,16572,4,7
1888,17596,4,7
1888,18620,4,8
1888,19644,4,8
1888,20668,4,8
1888,21692,3,8
1888,22716,3,8
1888,23740,3,8
1888,24764,3,8
1888,25788,3,8
1888,26812,3,8
1888,27836,3,8
1888,28860,3,8
1888,29884,3,8
1888,30908,3,8
1888,31932,2,8
1888,32956,2,8
1888,33980,2,8
1888,35004,2,8
1888,36028,2,8
1888,37052,2,8
1888,38076,2,8
1888,39100,2,8
1888,40124,2,8
1888,41148,2,8
1888,42172,2,8
1888,43196,2,8
1888,44220,2,8
1888,45244,2,8
1888,46268,2,8
1888,47292,2,8
1888,48316,2,8
1888,49340,2,8
1888,50364,2,8
1888,51388,2,8
1888,52412,2,8
1888,53436,2,8
1888,54460,2,8
1888,55484,2,8
1888,56508,2,8
1888,57532,2,8
1888,58556,2,8
1888,59580,2,8
1888,60604,2,8
1888,61628,2,8
1888,62652,2,8
1888,63676,1,8
1888,64700,1,8
