r,l,U,t
45,700,90,7
45,1212,52,7
45,1724,37,7
45,2236,29,7
45,2748,23,7
45,3260,20,7
45,3772,17,7
45,4284,15,7
45,4796,14,7
45,5308,12,7
45,5820,11,7
45,6332,10,7
45,6844,10,7
45,7356,9,7
45,7868,9,7
45,8380,8,7
45,8892,8,7
45,9404,7,7
45,9916,7,7
45,10428,7,7
45,10940,6,7
45,11452,6,7
45,11964,6,7
45,12476,6,7
45,13500,5,7
45,14524,5,7
45,15548,5,7
45,16572,4,7
45,17596,4,7
45,18620,4,8
45,19644,4,8
45,20668,4,8
45,21692,3,8
45,22716,3,8
45,23740,3,8
45,24764,3,8
45,25788,3,8
45,26812,3,8
45,27836,3,8
45,28860,3,8
45,29884,3,8
45,30908,3,8
45,31932,2,8
45,32956,2,8
45,33980,2,8
45,35004,2,8
45,36028,2,8
45,37052,2,8
45,38076,2,8
45,39100,2,8
45,40124,2,8
45,41148,2,8
45,42172,2,8
45,43196,2,8
45,44220,2,8
45,45244,2,8
45,46268,2,8
45,47292,2,8
45,48316,2,8
45,49340,2,8
45,50364,2,8
45,51388,2,8
45,52412,2,8
45,53436,2,8
45,54460,2,8
45,55484,2,8
45,56508,2,8
45,57532,2,8
45,58556,2,8
45,59580,2,8
45,60604,2,8
45,61628,2,8
45,62652,2,8
45,63676,1,8
45,64700,1,8
