r,l,U,t
85,700,90,7
85,1212,52,7
85,1724,37,7
85,2236,29,7
85,2748,23,7
85,3260,20,7
85,3772,17,7
85,4284,15,7
85,4796,14,7
85,5308,12,7
85,5820,11,7
85,6332,10,7
85,6844,10,7
85,7356,9,7
85,7868,9,7
85,8380,8,7
85,8892,8,7
85,9404,7,7
85,9916,7,7
85,10428,7,7
85,10940,6,7
85,11452,6,7
85,11964,6,7
85,12476,6,7
85,13500,5,7
85,14524,5,7
85,15548,5,7
85,16572,4,7
85,17596,4,7
85,18620,4,8
85,19644,4,8
85,20668,4,8
85,21692,3,8
85,22716,3,8
85,23740,3,8
85,24764,3,8
85,25788,3,8
85,26812,3,8
85,27836,3,8
85,28860,3,8
85,29884,3,8
85,30908,3,8
85,31932,2,8
85,32956,2,8
85,33980,2,8
85,35004,2,8
85,36028,2,8
85,37052,2,8
85,38076,2,8
85,39100,2,8
85,40124,2,8
85,41148,2,8
85,42172,2,8
85,43196,2,8
85,44220,2,8
85,45244,2,8
85,46268,2,8
85,47292,2,8
85,48316,2,8
85,49340,2,8
85,50364,2,8
85,51388,2,8
85,52412,2,8
85,53436,2,8
85,54460,2,8
85,55484,2,8
85,56508,2,8
85,57532,2,8
85,58556,2,8
85,59580,2,8
85,60604,2,8
85,61628,2,8
85,62652,2,8
85,63676,1,8
85,64700,1,8
