r,l,U,t
52,700,90,7
52,1212,52,7
52,1724,37,7
52,2236,29,7
52,2748,23,7
52,3260,20,7
52,3772,17,7
52,4284,15,7
52,4796,14,7
52,5308,12,7
52,5820,11,7
52,6332,10,7
52,6844,10,7
52,7356,9,7
52,7868,9,7
52,8380,8,7
52,8892,8,7
52,9404,7,7
52,9916,7,7
52,10428,7,7
52,10940,6,7
52,11452,6,7
52,11964,6,7
52,12476,6,7
52,13500,5,7
52,14524,5,7
52,15548,5,7
52,16572,4,7
52,17596,4,7
52,18620,4,8
52,19644,4,8
52,20668,4,8
52,21692,3,8
52,22716,3,8
52,23740,3,8
52,24764,3,8
52,25788,3,8
52,26812,3,8
52,27836,3,8
52,28860,3,8
52,29884,3,8
52,30908,3,8
52,31932,2,8
52,32956,2,8
52,33980,2,8
52,35004,2,8
52,36028,2,8
52,37052,2,8
52,38076,2,8
52,39100,2,8
52,40124,2,8
52,41148,2,8
52,42172,2,8
52,43196,2,8
52,44220,2,8
52,45244,2,8
52,46268,2,8
52,47292,2,8
52,48316,2,8
52,49340,2,8
52,50364,2,8
52,51388,2,8
52,52412,2,8
52,53436,2,8
52,54460,2,8
52,55484,2,8
52,56508,2,8
52,57532,2,8
52,58556,2,8
52,59580,2,8
52,60604,2,8
52,61628,2,8
52,62652,2,8
52,63676,1,8
52,64700,1,8
